chr	strand	start	end	name	commonName
5	+	225817	227049	YER037W	PHM8
5	+	229713	232217	YER040W	GLN3
5	+	232393	234849	YER041W	YEN1
5	+	234849	235545	YER042W	MXR1
5	+	242497	243689	YER046W	SPO73
5	+	250633	251329	YER048W-A	ISD11
5	+	251649	253689	YER049W	TPA1
5	+	254641	256297	YER051W	JHD1
5	+	271729	272209	YER058W	PET117
5	+	272465	274001	YER059W	PCL6
5	+	274433	276473	YER060W	FCY21
5	+	281633	282545	YER063W	THO1
5	+	289353	290961	YER066W	YER066W
5	+	291777	292641	YER067W	YER067W
5	+	292969	294913	YER068W	MOT2
5	+	295353	298145	YER069W	ARG5%2C6
5	+	298737	301977	YER070W	RNR1
5	+	302713	303345	YER072W	VTC1
5	+	303513	305785	YER073W	ALD5
5	+	306265	307305	YER074W	RPS24A
5	+	307593	308169	YER074W-A	YOS1
5	+	318849	319721	YER079W	YER079W
5	+	319929	321881	YER080W	FMP29
5	+	322217	324201	SRG1, YER081W	SRG1, SER3
5	+	328385	330329	YER086W	ILV1
5	+	330513	332433	YER087W	YER087W
5	+	337865	339593	YER090W	TRP2
5	+	342817	343481	YER092W	IES5
5	+	349921	351385	YER095W	RAD51
5	+	351577	353225	YER096W	SHC1
5	+	355225	357985	YER097W, YER098W	YER097W, UBP9
5	+	359281	360393	YER100W	UBC6
5	+	362705	363849	YER102W	RPS8B
5	+	364513	366545	YER103W	SSA4
5	+	366769	367793	YER104W	RTT105
5	+	387145	387777	YER112W	LSM4
5	+	396673	397825	YER117W	RPL23B
5	+	401097	402041	YER120W	SCS2
5	+	402193	402833	YER121W	YER121W
5	+	404625	406777	YER123W	YCK3
5	+	409673	413009	YER125W	RSP5
5	+	414457	415625	YER127W	LCP5
5	+	415825	416601	YER128W	YER128W
5	+	416769	420985	YER129W	SAK1
5	+	423513	424377	YER131W	RPS26B
5	+	432417	434273	YER133W	GLC7
5	+	439489	441225	YER136W	GDI1
5	+	451521	453297	YER140W	YER140W
5	+	453401	455121	YER141W	COX15
5	+	456273	457801	YER143W	DDI1
5	+	461921	462929	YER146W	LSM5
5	+	465097	466121	YER148W	SPT15
5	+	468345	468953	YER150W	SPI1
5	+	475001	476289	YER154W	OXA1
5	+	484513	487273	YER157W	COG3
5	+	505089	509889	YER164W	CHD1
5	+	510225	512265	YER165W	PAB1
5	+	512377	517544	YER166W	DNF1
5	+	517937	520905	YER167W	BCK2
5	+	523097	525881	YER169W	RPH1
5	+	525881	526865	YER170W	ADK2
5	+	526929	529513	YER171W	RAD3
5	+	536281	538337	YER173W	RAD24
5	+	541649	545353	YER176W	ECM32
5	+	545569	546601	YER177W	BMH1
5	+	546785	548209	YER178W	PDA1
5	+	548817	549441	YER179W	DMC1
5	+	552481	553337	YER182W	FMP10
5	+	559305	560401	YER185W	YER185W
5	+	565593	566697	YER187W	YER187W
6	+	16681	19921	YFL055W	AGP3
6	+	28217	32577	YFL052W	YFL052W
6	+	36697	38745	YFL049W	SWP82
6	+	40425	42609	YFL047W	RGD2
6	+	42745	43593	YFL046W	FMP32
6	+	47841	48929	YFL041W-A	YFL041W-A
6	+	49113	51169	YFL041W	FET5
6	+	56265	57937	YFL037W	TUB2
6	+	58545	62841	YFL036W	RPO41
6	+	65305	68833	YFL034W	YFL034W
6	+	75121	76633	YFL032W, YFL031W	YFL032W, HAC1
6	+	76729	78001	YFL030W	AGX1
6	+	82073	83945	YFL026W	STE2
6	+	90985	93465	YFL023W	BUD27
6	+	95569	97601	YFL021W	GAT1
6	+	103649	103969	YFL017W-A	SMX2
6	+	107209	107745	YFL014W	HSP12
6	+	115969	118545	YFL009W	CDC4
6	+	119385	123241	YFL008W	SMC1
6	+	123345	129985	YFL007W	BLM10
6	+	130145	131201	YFL005W	SEC4
6	+	131657	134489	YFL004W	VTC2
6	+	147097	148481	YFL001W	DEG1
6	+	148985	149817	YFR001W	LOC1
6	+	149993	152601	YFR002W	NIC96
6	+	153345	154353	YFR004W	RPN11
6	+	156121	157801	YFR006W	YFR006W
6	+	159273	160417	YFR007W	YFR007W
6	+	160505	161545	YFR008W	FAR7
6	+	162425	164889	YFR009W, YFR009W-A	GCN20, YFR009W-A
6	+	164985	166641	YFR010W	UBP6
6	+	167977	169297	YFR012W, YFR012W-A	YFR012W, YFR012W-A
6	+	169857	172393	YFR013W	IOC3
6	+	184481	191385	YFR019W	FAB1
6	+	194705	196345	YFR021W	ATG18
6	+	196569	199153	YFR022W	ROG3
6	+	200281	201473	YFR023W	PES4
6	+	207249	208329	YFR027W	ECO1
6	+	210857	212953	YFR029W	PTR3
6	+	213193	216457	YFR030W	MET10
6	+	226921	227377	YFR036W	CDC26
6	+	229361	231929	YFR038W	IRC5
6	+	233929	237321	YFR040W	SAP155
6	+	238409	239129	YFR042W	KEG1
6	+	241921	243049	YFR045W	YFR045W
6	+	246081	248145	YFR048W	RMD8
6	+	248337	248985	YFR049W	YMR31
6	+	252457	253473	YFR052W	RPN12
6	+	264145	265689	YFR055W	IRC7
7	+	2777	3969	YGL263W	COS12
7	+	14625	16441	YGL256W	ADH4
7	+	18905	22137	YGL255W	ZRT1
7	+	22305	23897	YGL254W	FZF1
7	+	23897	25601	YGL253W	HXK2
7	+	31881	32857	YGL250W	RMR1
7	+	33969	35337	YGL249W	ZIP2
7	+	35497	36841	YGL248W	PDE1
7	+	36921	37593	YGL247W	BRR6
7	+	39001	41209	YGL245W	GUS1
7	+	41441	43185	YGL244W	RTF1
7	+	43273	44593	YGL243W	TAD1
7	+	45417	48489	YGL241W	KAP114
7	+	48593	49545	YGL240W	DOC1
7	+	49545	52537	YGL238W	CSE1
7	+	56386	58986	YGL234W	ADE5%2C7
7	+	59082	61882	YGL233W	SEC15
7	+	62074	63058	YGL232W	TAN1
7	+	67546	69426	YGL228W	SHE10
7	+	69634	72650	YGL227W	VID30
7	+	73330	73818	YGL226W	YGL226W
7	+	76802	78034	YGL225W	VRG4
7	+	82442	82914	YGL220W	YGL220W
7	+	84626	87346	YGL216W	KIP3
7	+	87506	89858	YGL215W	CLG1
7	+	91426	92426	YGL212W	VAM7
7	+	92426	93707	YGL211W	NCS6
7	+	93762	94571	YGL210W	YPT32
7	+	95819	97107	YGL209W	MIG2
7	+	97307	98675	YGL208W	SIP2
7	+	98883	102315	YGL207W	SPT16
7	+	107979	110595	YGL205W	POX1
7	+	115931	117683	YGL202W	ARO8
7	+	123587	124371	YGL198W	YIP4
7	+	124371	129739	YGL197W	MDS3
7	+	129867	131283	YGL196W	YGL196W
7	+	131499	139619	YGL195W	GCN1
7	+	142139	144107	YGL192W	IME4
7	+	144715	145451	YGL191W	COX13
7	+	157867	159211	YGL181W	GTS1
7	+	159523	163011	YGL180W	ATG1
7	+	166907	171155	YGL178W, YGL177W	MPT5, YGL177W
7	+	174523	175467	YGL174W	BUD13
7	+	180675	182211	YGL172W	NUP49
7	+	182379	184179	YGL171W	ROK1
7	+	185995	187491	YGL169W, YGL168W	SUA5, HUR1
7	+	191123	191923	YGL166W	CUP2
7	+	198019	199115	YGL162W	SUT1
7	+	200443	202371	YGL160W	YGL160W
7	+	202707	204027	YGL159W	YGL159W
7	+	206651	208659	YGL158W	RCK1
7	+	208915	210131	YGL157W	YGL157W
7	+	210339	213803	YGL156W	AMS1
7	+	213947	215603	YGL155W	CDC43
7	+	216235	217307	YGL153W	PEX14
7	+	217483	221011	YGL151W	NUT1
7	+	226331	227627	YGL148W	ARO2
7	+	230187	232451	YGL145W	TIP20
7	+	238307	241179	YGL141W	HUL5
7	+	245403	248443	YGL139W	FLC3
7	+	249827	252899	YGL137W	SEC27
7	+	254539	255411	YGL135W	RPL1B
7	+	255563	257043	YGL134W	PCL10
7	+	266099	267675	YGL130W	CEG1
7	+	270939	272283	YGL126W	SCS3
7	+	272387	274683	YGL125W	MET13
7	+	277491	278475	YGL123W	RPS2
7	+	284403	285963	YGL119W	ABC1
7	+	288443	289419	YGL117W	YGL117W
7	+	289667	291707	YGL116W	CDC20
7	+	291923	293067	YGL115W	SNF4
7	+	293219	295667	YGL114W	YGL114W
7	+	295883	298179	YGL113W	SLD3
7	+	299947	301539	YGL111W	NSA1
7	+	306515	307147	YGL106W	MLC1
7	+	307387	308691	YGL105W	ARC1
7	+	310923	312019	YGL103W	RPL28
7	+	312163	313075	YGL101W	YGL101W
7	+	313195	314371	YGL100W	SEH1
7	+	314587	316555	YGL099W	LSG1
7	+	317299	318659	YGL098W	USE1
7	+	321731	323347	YGL097W	SRM1
7	+	325235	327883	YGL096W	TOS8
7	+	334787	337667	YGL093W	SPC105
7	+	337811	341915	YGL092W	NUP145
7	+	343291	345275	YGL090W	LIF1
7	+	347171	349443	YGL086W	MAD1
7	+	349571	350571	YGL085W	YGL085W
7	+	352987	355555	YGL083W	SCY1
7	+	355755	357123	YGL082W	YGL082W
7	+	357315	358443	YGL081W	YGL081W
7	+	358555	359243	YGL080W	FMP37
7	+	359411	360211	YGL079W	YGL079W
7	+	368459	371355	YGL073W	HSF1
7	+	371547	374243	YGL071W	AFT1
7	+	375043	375851	YGL068W	MNP1
7	+	376011	377291	YGL067W	NPY1
7	+	377427	379827	YGL066W	SGF73
7	+	383411	385155	YGL063W	PUS2
7	+	385155	388811	YGL062W	PYC1
7	+	389947	392091	YGL060W	YBP2
7	+	392123	393731	YGL059W	YGL059W
7	+	393923	394827	YGL058W	RAD6
7	+	398547	400427	YGL055W	OLE1
7	+	405747	406707	YGL050W	TYW3
7	+	411499	412203	YGL047W	ALG13
7	+	413987	415883	YGL045W	RIM8
7	+	417467	418659	YGL043W	DST1
7	+	423875	425131	YGL039W	YGL039W
7	+	428531	431347	YGL036W	YGL036W
7	+	439003	439723	YGL030W	RPL30
7	+	440003	440555	YGL029W	CGR1
7	+	452331	454723	YGL022W	STT3
7	+	454835	457115	YGL021W	ALK1
7	+	458059	459075	YGL019W	CKB1
7	+	459843	461499	YGL017W	ATE1
7	+	461619	465067	YGL016W	KAP122
7	+	465739	468851	YGL014W	PUF4
7	+	472819	474371	YGL012W	ERG4
7	+	475483	476211	YGL010W	YGL010W
7	+	494443	495347	YGL002W	ERP6
7	+	500123	502619	YGR003W	CUL3
7	+	502875	504555	YGR004W	PEX31
7	+	506067	506955	YGR006W	PRP18
7	+	506955	508075	YGR007W	MUQ1
7	+	511515	512915	YGR010W, YGR011W	NMA2, YGR011W
7	+	513147	514379	YGR012W	YGR012W
7	+	514499	516571	YGR013W	SNU71
7	+	516683	520971	YGR014W	MSB2
7	+	522251	523619	YGR016W	YGR016W
7	+	523627	524755	YGR017W	YGR017W
7	+	525195	526675	YGR019W	UGA1
7	+	527579	528579	YGR021W	YGR021W
7	+	529051	531187	YGR023W	MTL1
7	+	542075	543411	YGR028W	MSP1
7	+	543571	544323	YGR029W	ERV1
7	+	546363	547931	YGR031W	YGR031W
7	+	547931	554003	YGR032W	GSC2
7	+	555739	556803	YGR034W	RPL26B
7	+	560531	561539	YGR038W	ORM1
7	+	575403	576883	YGR040W	KSS1
7	+	577147	579187	YGR041W	BUD9
7	+	579451	580387	YGR042W	YGR042W
7	+	584779	586387	YGR046W	TAM41
7	+	589763	590963	YGR048W	UFD1
7	+	591179	592051	YGR049W	SCM4
7	+	593123	594835	YGR052W	FMP48
7	+	596531	598779	YGR054W	YGR054W
7	+	599395	601259	YGR055W	MUP1
7	+	601611	604475	YGR056W	RSC1
7	+	606123	607307	YGR058W	PEF1
7	+	607587	609139	YGR059W	SPR3
7	+	610507	611811	YGR060W	ERG25
7	+	627779	631419	YGR070W	ROM1
7	+	634251	635483	YGR072W	UPF3
7	+	635699	636411	YGR074W	SMD1
7	+	640819	641899	YGR079W	YGR079W
7	+	641987	643083	YGR080W	TWF1
7	+	644011	644731	YGR082W	TOM20
7	+	654619	656411	YGR088W	CTT1
7	+	656699	659827	YGR089W	NNF2
7	+	662083	666139	YGR090W	UTP22
7	+	666283	667947	YGR091W	PRP31
7	+	668115	670059	YGR092W	DBF2
7	+	670331	671931	YGR093W	YGR093W
7	+	672195	675563	YGR094W	VAS1
7	+	676571	677611	YGR096W	TPC1
7	+	678459	682347	YGR097W	ASK10
7	+	687843	689987	YGR099W	TEL2
7	+	690179	693195	YGR100W	MDR1
7	+	693299	694475	YGR101W	PCP1
7	+	695387	697403	YGR103W	NOP7
7	+	698555	698971	YGR105W	VMA21
7	+	703411	705187	YGR108W	CLB1
7	+	713659	715083	YGR110W	YGR110W
7	+	715763	717107	YGR111W	YGR111W
7	+	717307	718731	YGR112W	SHY1
7	+	718843	720227	YGR113W	DAM1
7	+	720347	724955	YGR116W	SPT6
7	+	726923	728003	YGR118W	RPS23A
7	+	733251	733635	YGR121W-A	YGR121W-A
7	+	733787	735491	YGR122W	YGR122W
7	+	739899	741883	YGR124W	ASN2
7	+	742227	745555	YGR125W	YGR125W
7	+	745715	746579	YGR126W	YGR126W
7	+	746579	747891	YGR127W	YGR127W
7	+	750379	751379	YGR129W	SYF2
7	+	754163	755235	YGR131W	YGR131W
7	+	756939	757587	YGR133W	PEX4
7	+	757587	761331	YGR134W	CAF130
7	+	761331	762267	YGR135W	PRE9
7	+	762419	763355	YGR136W, YGR137W	LSB1, YGR137W
7	+	767483	770347	YGR140W	CBF2
7	+	770539	772051	YGR141W	VPS62
7	+	772331	773739	YGR142W	BTN2
7	+	774747	777835	YGR143W	SKN1
7	+	780171	781403	YGR144W	THI4
7	+	781731	783971	YGR145W	ENP2
7	+	788643	790515	YGR149W	YGR149W
7	+	796083	796771	YGR153W	YGR153W
7	+	798483	800195	YGR155W	CYS4
7	+	800403	801867	YGR156W	PTI1
7	+	802203	805155	YGR157W	CHO2
7	+	810003	810739	YGR161W-C	YGR161W-C
7	+	824003	827339	YGR162W	TIF4631
7	+	829075	830291	YGR165W	MRPS35
7	+	830427	832227	YGR166W	KRE11
7	+	832387	833355	YGR167W	CLC1
7	+	837091	840835	YGR170W	PSD2
7	+	843819	845131	YGR173W	RBG2
7	+	846523	846747	YGR174W-A	YGR174W-A
7	+	858227	858747	YGR181W	TIM13
7	+	867763	870107	YGR186W	TFG1
7	+	880195	882587	YGR191W	HIP1
7	+	888771	889699	YGR195W	SKI6
7	+	894635	897243	YGR198W	YPP1
7	+	897475	900115	YGR199W	PMT6
7	+	905139	905827	YGR203W	YGR203W
7	+	905891	908883	YGR204W	ADE3
7	+	909083	910203	YGR205W	YGR205W
7	+	910419	910779	YGR206W	MVB12
7	+	911771	912851	YGR208W	SER2
7	+	915139	916883	YGR211W	ZPR1
7	+	917035	919539	YGR212W	SLI1
7	+	920555	921891	YGR214W	RPS0A
7	+	922115	922603	YGR215W	RSM27
7	+	924659	930843	YGR217W	CCH1
7	+	932251	936011	YGR218W	CRM1
7	+	939931	940875	YGR222W	PET54
7	+	945043	947076	YGR225W	AMA1
7	+	947348	949236	YGR227W	DIE2
7	+	951756	952428	YGR230W	BNS1
7	+	953947	954675	YGR232W	NAS6
7	+	959843	961387	YGR234W	YHB1
7	+	977250	977818	YGR243W	FMP43
7	+	984818	985690	YGR247W	CPD1
7	+	985954	986794	YGR248W	SOL4
7	+	987874	989930	YGR249W	MGA1
7	+	995610	996762	YGR251W	YGR251W
7	+	996826	998346	YGR252W	GCN5
7	+	1000890	1002402	YGR254W	ENO1
7	+	1012490	1014202	YGR260W	TNA1
7	+	1022594	1024914	YGR266W	YGR266W
7	+	1031778	1037802	YGR271W	SLH1
7	+	1043250	1043858	YGR275W	RTT102
7	+	1046722	1048530	YGR278W	CWC22
7	+	1052594	1057466	YGR281W	YOR1
7	+	1070266	1072162	YGR288W	MAL13
8	+	13537	14497	YHL044W	YHL044W
8	+	15841	17041	YHL042W	YHL042W
8	+	21721	23561	YHL039W	YHL039W
8	+	26057	27953	YHL036W	MUP3
8	+	40065	45777	YHL030W	ECM29
8	+	48217	50625	YHL028W	WSC4
8	+	50993	53193	YHL027W	RIM101
8	+	54794	55946	YHL025W	SNF6
8	+	56490	59042	YHL024W	RIM4
8	+	69682	71874	YHL018W, YHL017W	YHL018W, YHL017W
8	+	75370	76066	YHL015W	RPS20
8	+	79690	80522	YHL012W	YHL012W
8	+	99138	100530	YHL004W	MRP4
8	+	102138	104010	YHL002W	HSE1
8	+	104218	105218	YHL001W	RPL14B
8	+	106002	107498	YHR001W	OSH7
8	+	107754	108434	YHR001W-A	QCR10
8	+	108658	109954	YHR002W	LEU5
8	+	117770	119530	YHR006W	STP2
8	+	126466	127610	YHR010W	RPL27A
8	+	127674	129098	YHR011W	DIA4
8	+	129450	130762	YHR012W	VPS29
8	+	135226	136442	YHR015W	MIP6
8	+	138690	139890	YHR017W	YSC83
8	+	143858	146130	YHR020W	YHR020W
8	+	149458	150418	YHR021W-A	ECM12
8	+	151618	157570	YHR023W	MYO1
8	+	159402	160570	YHR025W	THR1
8	+	160698	161682	YHR026W	PPA1
8	+	175498	177090	YHR033W	YHR033W
8	+	178186	180218	YHR035W	YHR035W
8	+	180218	181938	YHR036W	BRL1
8	+	181938	183866	YHR037W	PUT2
8	+	184034	184802	YHR038W	RRF1
8	+	187890	189074	YHR040W	BCD1
8	+	190490	192786	YHR042W	NCP1
8	+	195402	197626	YHR045W	YHR045W
8	+	204538	206418	YHR048W	YHR048W
8	+	206418	207306	YHR049W	FSH1
8	+	207466	209290	YHR050W	SMF2
8	+	210802	212050	YHR052W	CIC1
8	+	220057	220585	YHR059W	FYV4
8	+	220729	221273	YHR060W	VMA22
8	+	229305	230753	YHR066W	SSF1
8	+	230921	232081	YHR067W	HTD2
8	+	232081	233537	YHR068W	DYS1
8	+	234809	236609	YHR070W	TRM5
8	+	236625	237697	YHR071W	PCL5
8	+	239017	241337	YHR072W	ERG7
8	+	241593	242025	YHR072W-A	NOP10
8	+	242481	245721	YHR073W, YHR073W-A	OSH3, YHR073W-A
8	+	246145	248473	YHR074W	QNS1
8	+	251065	252337	YHR076W	PTC7
8	+	256121	258161	YHR078W	YHR078W
8	+	267481	268289	YHR081W	LRP1
8	+	272617	273673	YHR083W	SAM35
8	+	273857	276417	YHR084W	STE12
8	+	276737	277937	YHR085W	IPI1
8	+	277937	280041	YHR086W	NAM8
8	+	280745	281329	YHR087W	YHR087W
8	+	281465	282529	YHR088W	RPF1
8	+	302673	314065	YHR099W	TRA1
8	+	316401	319905	YHR102W	KIC1
8	+	320209	323081	YHR103W	SBE22
8	+	323321	324553	YHR104W	GRE3
8	+	324673	326777	YHR105W, YHR106W	YPT35, TRR2
8	+	328257	330169	YHR108W	GGA2
8	+	330305	332049	YHR109W	CTM1
8	+	332265	333009	YHR110W	ERP5
8	+	333057	334401	YHR111W	UBA4
8	+	336337	337921	YHR113W	YHR113W
8	+	337969	340049	YHR114W	BZZ1
8	+	341729	344425	YHR116W, YHR117W	COX23, TOM71
8	+	345761	349393	YHR119W	SET1
8	+	349553	352457	YHR120W	MSH1
8	+	352689	353425	YHR121W	LSM12
8	+	353561	354521	YHR122W	YHR122W
8	+	354793	356233	YHR123W	EPT1
8	+	357689	358473	YHR124W	NDT80
8	+	360881	361841	YHR127W	YHR127W
8	+	362073	362993	YHR128W	FUR1
8	+	369986	370706	YHR132W-A	IGO2
8	+	371770	372658	YHR134W	WSS1
8	+	375418	377346	YHR137W	ARO9
8	+	380562	381290	YHR140W	YHR140W
8	+	383282	384570	YHR142W	CHS7
8	+	385002	386674	YHR143W	DSE2
8	+	387186	387698	YHR143W-A	RPC10
8	+	390274	391794	YHR146W	CRP1
8	+	393506	394426	YHR148W	IMP3
8	+	397202	399210	YHR150W	PEX28
8	+	401338	402058	YHR152W	SPO12
8	+	402930	406218	YHR154W	RTT107
8	+	407018	410930	YHR155W	YSP1
8	+	412330	413418	YHR157W	REC104
8	+	417386	420026	YHR159W	YHR159W
8	+	422634	423578	YHR162W	YHR162W
8	+	423714	424610	YHR163W	SOL3
8	+	439266	440202	YHR167W	THP2
8	+	440202	442026	YHR168W	MTG2
8	+	442138	443626	YHR169W	DBP8
8	+	443770	445522	YHR170W	NMD3
8	+	445714	447682	YHR171W	ATG7
8	+	448146	451298	YHR172W	SPC97
8	+	451298	452762	YHR174W	ENO2
8	+	454114	455596	YHR176W	FMO1
8	+	456564	458332	YHR177W	YHR177W
8	+	459252	461884	YHR178W	STB5
8	+	462404	463804	YHR179W	OYE2
8	+	467180	467996	YHR181W	SVP26
8	+	468148	470748	YHR182W	YHR182W
8	+	470884	472532	YHR183W	GND1
8	+	473924	474620	YHR184W	SSP1
8	+	480956	482012	YHR187W	IKI1
8	+	484004	484804	YHR189W	PTH1
8	+	484804	486252	YHR190W	ERG9
8	+	486796	487724	YHR192W	YHR192W
8	+	488604	490476	YHR194W	MDM31
8	+	490564	491668	YHR195W	NVJ1
8	+	491796	493708	YHR196W	UTP9
8	+	493884	496268	YHR197W	RIX1
8	+	499044	499948	YHR200W	RPN10
8	+	502356	504356	YHR202W	YHR202W
8	+	506132	508756	YHR204W	MNL1
8	+	508908	511956	YHR205W	SCH9
8	+	512452	514884	YHR206W	SKN7
8	+	517484	518828	YHR208W	BAT1
8	+	518996	520316	YHR209W	CRG1
8	+	523060	525436	YHR211W	FLO5
9	+	37345	39137	YIL162W	SUC2
9	+	39425	40129	YIL161W	YIL161W
9	+	41793	46025	YIL159W	BNR1
9	+	46193	46889	YIL158W	YIL158W
9	+	48105	51601	YIL156W	UBP7
9	+	55177	56401	YIL153W	RRD1
9	+	56481	57377	YIL152W	YIL152W
9	+	68433	69601	YIL148W	RPL40A
9	+	77985	80249	YIL144W	TID3
9	+	83265	84921	YIL142W	CCT2
9	+	85121	87945	YIL141W, YIL140W	YIL141W, AXL2
9	+	93577	94961	YIL136W	OM45
9	+	97361	98433	YIL134W	FLX1
9	+	102657	105753	YIL130W	ASG1
9	+	113729	116993	YIL128W	MET18
9	+	117809	122201	YIL126W	STH1
9	+	122417	125929	YIL125W	KGD1
9	+	126153	127169	YIL124W	AYR1
9	+	127457	129889	YIL123W	SIM1
9	+	130337	131745	YIL122W	POG1
9	+	132193	133993	YIL121W	QDR2
9	+	135249	136185	YIL120W	QDR1
9	+	139617	140569	YIL118W	RHO3
9	+	142857	144161	YIL116W	HIS5
9	+	150529	151249	YIL113W	SDP1
9	+	151561	154825	YIL112W	HOS4
9	+	155145	155849	YIL111W	COX5B
9	+	156001	157337	YIL110W	MNI1
9	+	160657	163025	YIL108W	YIL108W
9	+	166313	167561	YIL106W	MOB1
9	+	171649	173097	YIL103W	DPH1
9	+	180337	182097	YIL097W	FYV10
9	+	183697	186457	YIL095W	PRK1
9	+	189001	191097	YIL092W	YIL092W
9	+	193425	195369	YIL090W	ICE2
9	+	195569	196664	YIL089W	YIL089W
9	+	212449	214769	YIL078W	THS1
9	+	216625	217713	YIL076W	SEC28
9	+	242001	242777	YIL064W	YIL064W
9	+	249697	252041	YIL056W	VHR1
9	+	254977	256137	YIL053W	RHR2
9	+	258537	259889	YIL050W	PCL7
9	+	260121	260953	YIL049W	DFG10
9	+	261113	264937	YIL048W	NEO1
9	+	268017	268585	YIL046W-A	YIL046W-A
9	+	268585	270721	YIL046W	MET30
9	+	270777	272921	YIL045W	PIG2
9	+	276505	277633	YIL041W	GVP36
9	+	277705	278169	YIL040W	APQ12
9	+	278377	280009	YIL039W	TED1
9	+	285505	287553	YIL036W	CST6
9	+	292465	295977	YIL031W, YIL030W-A	ULP2, YIL030W-A
9	+	311057	312769	YIL022W	TIM44
9	+	312817	314049	YIL021W	RPB3
9	+	315073	316225	YIL019W	FAF1
9	+	316705	318161	YIL018W	RPL2B
9	+	321225	321985	YIL016W	SNL1
9	+	323321	324209	YIL015W	BAR1
9	+	325937	328041	YIL014W	MNT3
9	+	333657	334849	YIL011W	TIR3
9	+	334849	335705	YIL010W	DOT5
9	+	339337	341681	YIL009W	FAA3
9	+	342433	343017	YIL008W	URM1
9	+	343785	345369	YIL006W	YIA6
9	+	345545	347985	YIL005W	EPS1
9	+	349065	350081	YIL003W	CFD1
9	+	350257	350721	YIL002W-A	YIL002W-A
9	+	353817	355553	YIL001W	YIL001W
9	+	360745	363025	YIR003W	YIR003W
9	+	363129	364609	YIR004W	DJP1
9	+	364849	365497	YIR005W	IST3
9	+	370689	373089	YIR007W	YIR007W
9	+	374409	375329	YIR009W	MSL1
9	+	375345	377417	YIR010W	DSN1
9	+	378449	379881	YIR012W	SQT1
9	+	381057	381921	YIR014W	YIR014W
9	+	384601	385881	YIR018W	YAP5
9	+	397145	398465	YIR021W	MRS1
9	+	399729	402753	YIR023W	DAL81
9	+	403585	404993	YIR025W	MND2
9	+	410009	410497	YIR028W	DAL4
9	+	410673	411841	YIR029W	DAL2
9	+	415977	419569	YIR033W	MGA2
10	+	21897	22681	YJL218W	YJL218W
10	+	22953	23889	YJL217W	YJL217W
10	+	28369	29284	YJL214W	HXT8
10	+	31825	33457	YJL213W	YJL213W
10	+	36529	37841	YJL210W	PEX2
10	+	37913	40049	YJL209W	CBP1
10	+	53297	54265	YJL203W	PRP21
10	+	54337	56385	YJL201W	ECM25
10	+	60801	63609	YJL198W	PHO90
10	+	63729	67697	YJL197W	UBP12
10	+	69305	71201	YJL194W	CDC6
10	+	71361	72657	YJL193W	YJL193W
10	+	73753	74745	YJL191W	RPS14B
10	+	75897	76609	YJL189W	RPL39
10	+	80113	82057	YJL186W	MNN5
10	+	83241	83825	YJL184W	GON7
10	+	84009	85441	YJL183W	MNN11
10	+	85569	87609	YJL181W	YJL181W
10	+	88705	89233	YJL179W	PFD1
10	+	90633	91833	YJL177W	RPL17B
10	+	94961	96225	YJL174W	KRE9
10	+	97625	99601	YJL172W	CPS1
10	+	104858	106114	YJL167W	ERG20
10	+	106330	106826	YJL166W	QCR8
10	+	117138	117938	YJL161W	FMP33
10	+	120266	121992	YJL159W	HSP150
10	+	137344	139408	YJL150W, YJL149W	YJL150W, YJL149W
10	+	140368	141392	YJL148W	RPA34
10	+	143152	144888	YJL146W	IDS2
10	+	145072	146104	YJL145W	SFH5
10	+	146328	146880	YJL144W	YJL144W
10	+	147056	147944	YJL143W	TIM17
10	+	150856	151712	YJL140W	RPB4
10	+	158136	159568	YJL135W, YJL134W	YJL135W, LCB3
10	+	160440	161688	YJL133W	MRS3
10	+	161904	164264	YJL132W	YJL132W
10	+	184456	185480	YJL126W	NIT2
10	+	189680	190368	YJL122W	ALB1
10	+	191616	192464	YJL118W	YJL118W
10	+	192464	193592	YJL117W	PHO86
10	+	196208	197304	YJL115W	ASF1
10	+	205256	207576	YJL112W	MDV1
10	+	207816	209728	YJL111W	CCT7
10	+	220488	223448	YJL106W	IME2
10	+	223608	226704	YJL105W	SET4
10	+	227272	228008	YJL104W	PAM16
10	+	231136	233840	YJL102W	MEF2
10	+	236816	239176	YJL100W	LSB6
10	+	239280	241896	YJL099W	CHS6
10	+	241896	245256	YJL098W	SAP185
10	+	245528	246312	YJL097W	PHS1
10	+	246448	247064	YJL096W	MRPL49
10	+	247144	251808	YJL095W	BCK1
10	+	257136	261072	YJL092W	SRS2
10	+	265808	268760	YJL089W	SIP4
10	+	268776	269936	YJL088W	ARG3
10	+	272736	274752	YJL085W	EXO70
10	+	278760	280976	YJL083W	TAX4
10	+	281080	283584	YJL082W	IML2
10	+	295136	299136	YJL076W	NET1
10	+	303056	305208	YJL073W	JEM1
10	+	305952	308000	YJL071W	ARG2
10	+	316688	317160	YJL062W-A	YJL062W-A
10	+	317256	319920	YJL062W	LAS21
10	+	319968	323192	YJL061W	NUP82
10	+	323352	324800	YJL060W	BNA3
10	+	324936	326256	YJL059W	YHC3
10	+	333328	334208	YJL055W	YJL055W
10	+	334264	335800	YJL054W	TIM54
10	+	335800	337216	YJL053W	PEP8
10	+	338192	339392	YJL052W	TDH1
10	+	339704	342328	YJL051W	IRC8
10	+	342464	345792	YJL050W	MTR4
