ID chr strand start end type name commonName endConfidence source
ST2963 14 + 742316 742572 SUTs SUT343 SUT343 bothEndsMapped Manual
ST2964 14 + 743828 746372 SUTs SUT344 SUT344 bothEndsMapped Manual
ST2966 14 + 759988 760420 SUTs SUT345 SUT345 bothEndsMapped Manual
ST2968 14 + 764324 764740 SUTs SUT346 SUT346 bothEndsMapped Manual
ST2972 15 + 8665 9065 SUTs SUT347 SUT347 bothEndsMapped Manual
ST2973 15 + 15689 16401 SUTs SUT348 SUT348 bothEndsMapped Manual
ST2974 15 + 21865 22233 SUTs SUT349 SUT349 bothEndsMapped Manual
ST2976 15 + 31665 33257 SUTs SUT350 SUT350 bothEndsMapped Manual
ST2977 15 + 33609 34401 SUTs SUT351 SUT351 mapped5 Manual
ST2979 15 + 35897 38665 SUTs SUT352 SUT352 bothEndsMapped Manual
ST2980 15 + 38745 39169 SUTs SUT353 SUT353 bothEndsMapped Manual
ST2981 15 + 40321 40569 SUTs SUT354 SUT354 bothEndsMapped Manual
ST2999 15 + 96658 97058 SUTs SUT355 SUT355 bothEndsMapped Manual
ST3039 15 + 225682 226586 SUTs SUT356 SUT356 bothEndsMapped Manual
ST3047 15 + 241594 242514 SUTs SUT357 SUT357 bothEndsMapped Manual
ST3070 15 + 303418 304594 SUTs SUT358 SUT358 mapped5 Manual
ST3085 15 + 335882 337186 SUTs SUT359 SUT359 bothEndsMapped Manual
ST3086 15 + 337466 338402 SUTs SUT360 SUT360 bothEndsMapped Manual
ST3088 15 + 348698 349018 SUTs SUT361 SUT361 bothEndsMapped Manual
ST3101 15 + 385114 386370 SUTs SUT362 SUT362 bothEndsMapped Manual
ST3110 15 + 408138 408218 SUTs SUT363 SUT363 bothEndsMapped Manual
ST3115 15 + 416186 416506 SUTs SUT364 SUT364 bothEndsMapped Manual
ST3116 15 + 418210 418578 SUTs SUT365 SUT365 bothEndsMapped Manual
ST3119 15 + 422402 424730 SUTs SUT366 SUT366 bothEndsMapped Manual
ST3126 15 + 444098 444538 SUTs SUT367 SUT367 bothEndsMapped Manual
ST3147 15 + 507042 507946 SUTs SUT368 SUT368 bothEndsMapped Manual
ST3164 15 + 550498 551050 SUTs SUT369 SUT369 mapped5 Manual
ST3168 15 + 570970 571786 SUTs SUT370 SUT370 bothEndsMapped Manual
ST3180 15 + 617250 617394 SUTs SUT371 SUT371 bothEndsMapped Manual
ST3182 15 + 618850 619650 SUTs SUT372 SUT372 mapped5 Manual
ST3188 15 + 639546 640706 SUTs SUT373 SUT373 bothEndsMapped Manual
ST3198 15 + 667866 670346 SUTs SUT374 SUT374 bothEndsMapped Manual
ST3200 15 + 672610 673186 SUTs SUT375 SUT375 bothEndsMapped Manual
ST3203 15 + 681050 681322 SUTs SUT376 SUT376 bothEndsMapped Manual
ST3209 15 + 701834 703402 SUTs SUT377 SUT377 bothEndsMapped Manual
ST3236 15 + 802402 802618 SUTs SUT378 SUT378 bothEndsMapped Manual
ST3271 15 + 889851 891675 SUTs SUT379 SUT379 bothEndsMapped Manual
ST3272 15 + 892027 892675 SUTs SUT380 SUT380 bothEndsMapped Manual
ST3273 15 + 898595 898963 SUTs SUT381 SUT381 bothEndsMapped Manual
ST3275 15 + 907771 908267 SUTs SUT382 SUT382 bothEndsMapped Manual
ST3284 15 + 936731 938347 SUTs SUT383 SUT383 bothEndsMapped Manual
ST3290 15 + 958339 958827 SUTs SUT384 SUT384 bothEndsMapped Manual
ST3292 15 + 968067 968475 SUTs SUT385 SUT385 bothEndsMapped Manual
ST3293 15 + 978171 979995 SUTs SUT386 SUT386 bothEndsMapped Manual
ST3296 15 + 989035 989691 SUTs SUT387 SUT387 mapped5 Manual
ST3302 15 + 1003955 1004467 SUTs SUT388 SUT388 bothEndsMapped Manual
ST3331 16 + 43289 43969 SUTs SUT389 SUT389 bothEndsMapped Manual
ST3335 16 + 52977 53465 SUTs SUT390 SUT390 bothEndsMapped Manual
ST3339 16 + 71105 71985 SUTs SUT391 SUT391 bothEndsMapped Manual
ST3341 16 + 75249 75561 SUTs SUT392 SUT392 bothEndsMapped Manual
ST3343 16 + 79569 80657 SUTs SUT393 SUT393 bothEndsMapped Manual
ST3344 16 + 80745 81825 SUTs SUT394 SUT394 bothEndsMapped Manual
ST3348 16 + 95441 96409 SUTs SUT395 SUT395 bothEndsMapped Manual
ST3386 16 + 195681 195977 SUTs SUT396 SUT396 bothEndsMapped Manual
ST3399 16 + 243153 244225 SUTs SUT397 SUT397 bothEndsMapped Manual
ST3411 16 + 286625 287009 SUTs SUT398 SUT398 bothEndsMapped Manual
ST3412 16 + 289409 289697 SUTs SUT399 SUT399 bothEndsMapped Manual
ST3414 16 + 296937 297457 SUTs SUT400 SUT400 mapped5 Manual
ST3423 16 + 319097 319241 SUTs SUT401 SUT401 bothEndsMapped Manual
ST3430 16 + 345089 345993 SUTs SUT402 SUT402 bothEndsMapped Manual
ST3432 16 + 352603 352827 SUTs SUT403 SUT403 bothEndsMapped Manual
ST3437 16 + 363883 364347 SUTs SUT404 SUT404 bothEndsMapped Manual
ST3440 16 + 368787 369619 SUTs SUT405 SUT405 bothEndsMapped Manual
ST3445 16 + 379179 381003 SUTs SUT406 SUT406 bothEndsMapped Manual
ST3450 16 + 404243 404419 SUTs SUT407 SUT407 bothEndsMapped Manual
ST3466 16 + 451227 451699 SUTs SUT408 SUT408 bothEndsMapped Manual
ST3468 16 + 453411 454067 SUTs SUT409 SUT409 bothEndsMapped Manual
ST3473 16 + 462371 462443 SUTs SUT410 SUT410 bothEndsMapped Manual
ST3474 16 + 463979 464171 SUTs SUT411 SUT411 bothEndsMapped Manual
ST3485 16 + 491947 492691 SUTs SUT412 SUT412 bothEndsMapped Manual
ST3491 16 + 511843 512267 SUTs SUT413 SUT413 bothEndsMapped Manual
ST3498 16 + 544035 544323 SUTs SUT414 SUT414 bothEndsMapped Manual
ST3506 16 + 565571 565811 SUTs SUT415 SUT415 bothEndsMapped Manual
ST3510 16 + 583019 584243 SUTs SUT416 SUT416 bothEndsMapped Manual
ST3511 16 + 586467 588907 SUTs SUT417 SUT417 bothEndsMapped Manual
ST3512 16 + 588995 589827 SUTs SUT418 SUT418 bothEndsMapped Manual
ST3513 16 + 590467 590931 SUTs SUT419 SUT419 bothEndsMapped Manual
ST3517 16 + 607547 608539 SUTs SUT420 SUT420 bothEndsMapped Manual
ST3521 16 + 620171 621267 SUTs SUT421 SUT421 bothEndsMapped Manual
ST3559 16 + 708515 709035 SUTs SUT422 SUT422 bothEndsMapped Manual
ST3589 16 + 812787 813083 SUTs SUT423 SUT423 bothEndsMapped Manual
ST3590 16 + 813227 813723 SUTs SUT424 SUT424 bothEndsMapped Manual
ST3596 16 + 828539 829651 SUTs SUT425 SUT425 bothEndsMapped Manual
ST3604 16 + 860683 861147 SUTs SUT426 SUT426 mapped5 Manual
ST3614 16 + 888083 888227 SUTs SUT427 SUT427 bothEndsMapped Manual
ST3626 16 + 924171 927659 SUTs SUT428 SUT428 mapped5 Manual
ST3627 16 + 927659 928459 SUTs SUT429 SUT429 bothEndsMapped Manual
ST3628 16 + 928707 931115 SUTs SUT430 SUT430 bothEndsMapped Manual
ST3631 16 + 937283 937955 SUTs SUT431 SUT431 bothEndsMapped Manual
ST3634 1 - 5076 6237 SUTs SUT432 SUT432 bothEndsMapped Manual
ST3637 1 - 28085 29773 SUTs SUT433 SUT433 bothEndsMapped Manual
ST3639 1 - 31485 32749 SUTs SUT434 SUT434 bothEndsMapped Manual
ST3640 1 - 33077 34381 SUTs SUT435 SUT435 bothEndsMapped Manual
ST3678 1 - 191611 192195 SUTs SUT436 SUT436 bothEndsMapped Manual
ST3688 2 - 45285 45461 SUTs SUT437 SUT437 bothEndsMapped Manual
ST3710 2 - 126211 127563 SUTs SUT438 SUT438 bothEndsMapped Manual
ST3723 2 - 166139 166955 SUTs SUT439 SUT439 bothEndsMapped Manual
ST3725 2 - 169379 169931 SUTs SUT440 SUT440 bothEndsMapped Manual
ST3726 2 - 170107 170459 SUTs SUT441 SUT441 bothEndsMapped Manual
ST3737 2 - 235900 236220 SUTs SUT442 SUT442 bothEndsMapped Manual
ST3742 2 - 246812 248540 SUTs SUT443 SUT443 bothEndsMapped Manual
ST3746 2 - 255772 256276 SUTs SUT444 SUT444 bothEndsMapped Manual
ST3759 2 - 301628 304756 SUTs SUT445 SUT445 bothEndsMapped Manual
ST3808 2 - 430987 431835 SUTs SUT446 SUT446 mapped5 Manual
ST3837 2 - 539668 541020 SUTs SUT447 SUT447 bothEndsMapped Manual
ST3853 2 - 590212 591388 SUTs SUT448 SUT448 bothEndsMapped Manual
ST3857 2 - 601316 602212 SUTs SUT449 SUT449 bothEndsMapped Manual
ST3858 2 - 602332 602372 SUTs SUT450 SUT450 bothEndsMapped Manual
ST3913 2 - 786476 786868 SUTs SUT451 SUT451 bothEndsMapped Manual
ST3914 2 - 789076 792580 SUTs SUT452 SUT452 bothEndsMapped Manual
ST3915 2 - 792812 796564 SUTs SUT453 SUT453 mapped3 Manual
ST3917 2 - 799300 800060 SUTs SUT454 SUT454 bothEndsMapped Manual
ST3953 3 - 113222 114278 SUTs SUT455 SUT455 bothEndsMapped Manual
ST3954 3 - 115438 117286 SUTs SUT456 SUT456 bothEndsMapped Manual
ST3981 3 - 176598 176942 SUTs SUT457 SUT457 bothEndsMapped Manual
ST3995 3 - 225270 227886 SUTs SUT458 SUT458 bothEndsMapped Manual
ST4011 3 - 308294 309966 SUTs SUT459 SUT459 bothEndsMapped Manual
ST4048 4 - 134733 135493 SUTs SUT460 SUT460 bothEndsMapped Manual
ST4075 4 - 232253 234341 SUTs SUT461 SUT461 bothEndsMapped Manual
ST4129 4 - 370933 371981 SUTs SUT462 SUT462 bothEndsMapped Manual
ST4144 4 - 411397 411565 SUTs SUT463 SUT463 bothEndsMapped Manual
ST4152 4 - 433309 434069 SUTs SUT464 SUT464 bothEndsMapped Manual
ST4154 4 - 443805 444197 SUTs SUT465 SUT465 bothEndsMapped Manual
ST4162 4 - 470773 471533 SUTs SUT466 SUT466 bothEndsMapped Manual
ST4168 4 - 488934 489222 SUTs SUT467 SUT467 bothEndsMapped Manual
ST4175 4 - 506543 507447 SUTs SUT468 SUT468 bothEndsMapped Manual
ST4181 4 - 544983 545967 SUTs SUT469 SUT469 bothEndsMapped Manual
ST4195 4 - 575095 575855 SUTs SUT470 SUT470 bothEndsMapped Manual
ST4203 4 - 593223 593495 SUTs SUT471 SUT471 bothEndsMapped Manual
ST4205 4 - 598879 600279 SUTs SUT472 SUT472 bothEndsMapped Manual
ST4216 4 - 621064 621648 SUTs SUT473 SUT473 bothEndsMapped Manual
ST4285 4 - 908497 909409 SUTs SUT474 SUT474 bothEndsMapped Manual
ST4286 4 - 910089 913769 SUTs SUT475 SUT475 bothEndsMapped Manual
ST4288 4 - 916057 916337 SUTs SUT476 SUT476 bothEndsMapped Manual
ST4290 4 - 924281 924537 SUTs SUT477 SUT477 bothEndsMapped Manual
ST4292 4 - 927521 927641 SUTs SUT478 SUT478 bothEndsMapped Manual
ST4309 4 - 980065 980921 SUTs SUT479 SUT479 bothEndsMapped Manual
ST4318 4 - 1018121 1019129 SUTs SUT480 SUT480 bothEndsMapped Manual
ST4345 4 - 1102465 1103561 SUTs SUT481 SUT481 bothEndsMapped Manual
ST4355 4 - 1130849 1131345 SUTs SUT482 SUT482 bothEndsMapped Manual
ST4366 4 - 1174609 1174817 SUTs SUT483 SUT483 bothEndsMapped Manual
ST4369 4 - 1183017 1183465 SUTs SUT484 SUT484 bothEndsMapped Manual
ST4385 4 - 1234033 1236185 SUTs SUT485 SUT485 bothEndsMapped Manual
ST4390 4 - 1251057 1251449 SUTs SUT486 SUT486 bothEndsMapped Manual
ST4393 4 - 1259729 1260137 SUTs SUT487 SUT487 bothEndsMapped Manual
ST4395 4 - 1260569 1261385 SUTs SUT488 SUT488 bothEndsMapped Manual
ST4401 4 - 1279169 1279937 SUTs SUT489 SUT489 bothEndsMapped Manual
ST4404 4 - 1291081 1292145 SUTs SUT490 SUT490 bothEndsMapped Manual
ST4418 4 - 1338257 1339409 SUTs SUT491 SUT491 bothEndsMapped Manual
ST4419 4 - 1340729 1342209 SUTs SUT492 SUT492 bothEndsMapped Manual
ST4422 4 - 1353241 1353553 SUTs SUT493 SUT493 bothEndsMapped Manual
ST4454 4 - 1451113 1452825 SUTs SUT494 SUT494 bothEndsMapped Manual
ST4465 4 - 1476649 1476993 SUTs SUT495 SUT495 bothEndsMapped Manual
ST4473 4 - 1493649 1493945 SUTs SUT496 SUT496 bothEndsMapped Manual
ST4479 4 - 1507393 1507489 SUTs SUT497 SUT497 bothEndsMapped Manual
ST4481 4 - 1508033 1509817 SUTs SUT498 SUT498 bothEndsMapped Manual
ST4482 4 - 1514041 1516433 SUTs SUT499 SUT499 bothEndsMapped Manual
ST4485 5 - 8413 9765 SUTs SUT500 SUT500 bothEndsMapped Manual
ST4486 5 - 10501 11341 SUTs SUT501 SUT501 bothEndsMapped Manual
ST4487 5 - 14693 15029 SUTs SUT502 SUT502 bothEndsMapped Manual
ST4490 5 - 15773 15981 SUTs SUT503 SUT503 bothEndsMapped Manual
ST4523 5 - 132677 135397 SUTs SUT504 SUT504 bothEndsMapped Manual
ST4529 5 - 151205 151885 SUTs SUT505 SUT505 bothEndsMapped Manual
ST4532 5 - 156109 156493 SUTs SUT506 SUT506 bothEndsMapped Manual
ST4534 5 - 161493 162445 SUTs SUT507 SUT507 bothEndsMapped Manual
ST4539 5 - 176085 177589 SUTs SUT508 SUT508 bothEndsMapped Manual
ST4541 5 - 186933 188069 SUTs SUT509 SUT509 bothEndsMapped Manual
ST4544 5 - 192781 194149 SUTs SUT510 SUT510 bothEndsMapped Manual
ST4546 5 - 194629 195029 SUTs SUT511 SUT511 mapped5 Manual
ST4547 5 - 203349 204589 SUTs SUT512 SUT512 bothEndsMapped Manual
ST4562 5 - 241757 242661 SUTs SUT513 SUT513 mapped5 Manual
ST4580 5 - 273981 278261 SUTs SUT514 SUT514 bothEndsMapped Manual
ST4609 5 - 363965 364309 SUTs SUT515 SUT515 bothEndsMapped Manual
ST4620 5 - 401885 402317 SUTs SUT516 SUT516 bothEndsMapped Manual
ST4652 5 - 509813 510213 SUTs SUT517 SUT517 bothEndsMapped Manual
ST4654 5 - 522869 522933 SUTs SUT518 SUT518 bothEndsMapped Manual
ST4655 5 - 526932 527261 SUTs SUT519 SUT519 bothEndsMapped Manual
ST4659 5 - 540653 541453 SUTs SUT520 SUT520 bothEndsMapped Manual
ST4661 5 - 548573 549237 SUTs SUT521 SUT521 bothEndsMapped Manual
ST4665 5 - 559421 561101 SUTs SUT522 SUT522 bothEndsMapped Manual
ST4667 5 - 562797 563149 SUTs SUT523 SUT523 bothEndsMapped Manual
ST4681 6 - 76573 77789 SUTs SUT524 SUT524 bothEndsMapped Manual
ST4691 6 - 97533 98005 SUTs SUT525 SUT525 bothEndsMapped Manual
ST4693 6 - 103277 103549 SUTs SUT526 SUT526 bothEndsMapped Manual
ST4699 6 - 131061 131637 SUTs SUT527 SUT527 bothEndsMapped Manual
ST4705 6 - 158197 159133 SUTs SUT528 SUT528 bothEndsMapped Manual
ST4707 6 - 167869 168421 SUTs SUT529 SUT529 bothEndsMapped Manual
ST4719 6 - 213013 213397 SUTs SUT530 SUT530 bothEndsMapped Manual
ST4738 6 - 262509 263381 SUTs SUT531 SUT531 bothEndsMapped Manual
ST4742 7 - 17213 17709 SUTs SUT532 SUT532 bothEndsMapped Manual
ST4746 7 - 31933 32901 SUTs SUT533 SUT533 bothEndsMapped Manual
ST4747 7 - 33109 35013 SUTs SUT534 SUT534 bothEndsMapped Manual
ST4766 7 - 94487 94671 SUTs SUT535 SUT535 bothEndsMapped Manual
ST4767 7 - 94791 97071 SUTs SUT536 SUT536 bothEndsMapped Manual
ST4769 7 - 108167 110319 SUTs SUT537 SUT537 bothEndsMapped Manual
ST4786 7 - 159335 159695 SUTs SUT538 SUT538 bothEndsMapped Manual
ST4788 7 - 165607 166127 SUTs SUT539 SUT539 bothEndsMapped Manual
ST4796 7 - 196567 197911 SUTs SUT540 SUT540 mapped5 Manual
ST4799 7 - 210599 213751 SUTs SUT541 SUT541 bothEndsMapped Manual
ST4814 7 - 272423 272903 SUTs SUT542 SUT542 bothEndsMapped Manual
ST4827 7 - 323247 324239 SUTs SUT543 SUT543 bothEndsMapped Manual
ST4836 7 - 354415 355543 SUTs SUT544 SUT544 bothEndsMapped Manual
ST4838 7 - 359295 359935 SUTs SUT545 SUT545 bothEndsMapped Manual
ST4858 7 - 421471 422431 SUTs SUT546 SUT546 bothEndsMapped Manual
ST4861 7 - 428591 428671 SUTs SUT547 SUT547 bothEndsMapped Manual
ST4877 7 - 483391 483935 SUTs SUT548 SUT548 bothEndsMapped Manual
ST4891 7 - 522855 523415 SUTs SUT549 SUT549 bothEndsMapped Manual
ST4897 7 - 543399 544543 SUTs SUT550 SUT550 bothEndsMapped Manual
ST4904 7 - 577199 579295 SUTs SUT551 SUT551 bothEndsMapped Manual
ST4909 7 - 591103 591631 SUTs SUT552 SUT552 bothEndsMapped Manual
ST4922 7 - 627335 627607 SUTs SUT553 SUT553 bothEndsMapped Manual
ST4940 7 - 676415 677287 SUTs SUT554 SUT554 mapped5 Manual
ST4941 7 - 677655 678471 SUTs SUT555 SUT555 bothEndsMapped Manual
ST4946 7 - 701511 702167 SUTs SUT556 SUT556 bothEndsMapped Manual
ST4950 7 - 713479 714975 SUTs SUT557 SUT557 mapped5 Manual
ST4951 7 - 715087 715647 SUTs SUT558 SUT558 bothEndsMapped Manual
ST4960 7 - 741719 742103 SUTs SUT559 SUT559 bothEndsMapped Manual
ST4965 7 - 756535 757455 SUTs SUT560 SUT560 mapped5 Manual
ST4968 7 - 762815 763047 SUTs SUT561 SUT561 bothEndsMapped Manual
ST4971 7 - 776039 777839 SUTs SUT562 SUT562 bothEndsMapped Manual
ST4972 7 - 781391 781519 SUTs SUT563 SUT563 bothEndsMapped Manual
ST4980 7 - 800663 801719 SUTs SUT564 SUT564 bothEndsMapped Manual
ST4988 7 - 831799 832151 SUTs SUT565 SUT565 bothEndsMapped Manual
ST5008 7 - 879383 879903 SUTs SUT566 SUT566 bothEndsMapped Manual
ST5020 7 - 904927 905359 SUTs SUT567 SUT567 bothEndsMapped Manual
ST5021 7 - 905495 905767 SUTs SUT568 SUT568 bothEndsMapped Manual
ST5030 7 - 942671 944919 SUTs SUT569 SUT569 bothEndsMapped Manual
ST5034 7 - 958775 959687 SUTs SUT570 SUT570 bothEndsMapped Manual
ST5051 7 - 999582 1000310 SUTs SUT571 SUT571 bothEndsMapped Manual
ST5060 7 - 1021902 1022358 SUTs SUT572 SUT572 bothEndsMapped Manual
ST5078 8 - 14565 15885 SUTs SUT573 SUT573 bothEndsMapped Manual
ST5089 8 - 56598 58966 SUTs SUT574 SUT574 bothEndsMapped Manual
ST5098 8 - 78958 80438 SUTs SUT575 SUT575 bothEndsMapped Manual
ST5106 8 - 103190 103958 SUTs SUT576 SUT576 bothEndsMapped Manual
ST5107 8 - 105214 105430 SUTs SUT577 SUT577 bothEndsMapped Manual
ST5118 8 - 131838 132990 SUTs SUT578 SUT578 bothEndsMapped Manual
ST5142 8 - 201838 204238 SUTs SUT579 SUT579 bothEndsMapped Manual
ST5158 8 - 242013 242325 SUTs SUT580 SUT580 bothEndsMapped Manual
ST5160 8 - 249813 250989 SUTs SUT581 SUT581 bothEndsMapped Manual
ST5162 8 - 255949 256173 SUTs SUT582 SUT582 bothEndsMapped Manual
ST5168 8 - 280069 281245 SUTs SUT583 SUT583 bothEndsMapped Manual
ST5173 8 - 289053 290669 SUTs SUT584 SUT584 bothEndsMapped Manual
ST5184 8 - 336485 337749 SUTs SUT585 SUT585 bothEndsMapped Manual
ST5187 8 - 354125 354605 SUTs SUT586 SUT586 bothEndsMapped Manual
ST5188 8 - 356285 358133 SUTs SUT587 SUT587 bothEndsMapped Manual
ST5200 8 - 383366 384702 SUTs SUT588 SUT588 bothEndsMapped Manual
ST5201 8 - 385718 386126 SUTs SUT589 SUT589 bothEndsMapped Manual
ST5203 8 - 386734 386982 SUTs SUT590 SUT590 bothEndsMapped Manual
ST5209 8 - 406222 406766 SUTs SUT591 SUT591 bothEndsMapped Manual
ST5221 8 - 456344 458496 SUTs SUT592 SUT592 bothEndsMapped Manual
ST5224 8 - 465112 465504 SUTs SUT593 SUT593 bothEndsMapped Manual
ST5225 8 - 470344 470768 SUTs SUT594 SUT594 bothEndsMapped Manual
ST5229 8 - 483888 484696 SUTs SUT595 SUT595 mapped5 Manual
ST5233 8 - 490536 491664 SUTs SUT596 SUT596 bothEndsMapped Manual
ST5238 8 - 507712 508688 SUTs SUT597 SUT597 bothEndsMapped Manual
ST5239 8 - 511840 512120 SUTs SUT598 SUT598 bothEndsMapped Manual
ST5241 8 - 519312 520272 SUTs SUT599 SUT599 bothEndsMapped Manual
ST5243 8 - 522896 525464 SUTs SUT600 SUT600 bothEndsMapped Manual
ST5244 9 - 28493 28789 SUTs SUT601 SUT601 bothEndsMapped Manual
ST5248 9 - 35197 36013 SUTs SUT602 SUT602 bothEndsMapped Manual
ST5250 9 - 44021 44445 SUTs SUT603 SUT603 bothEndsMapped Manual
ST5255 9 - 49501 49845 SUTs SUT604 SUT604 bothEndsMapped Manual
ST5256 9 - 51429 51613 SUTs SUT605 SUT605 bothEndsMapped Manual
ST5274 9 - 132565 135301 SUTs SUT606 SUT606 bothEndsMapped Manual
ST5280 9 - 150029 151349 SUTs SUT607 SUT607 mapped5 Manual
ST5281 9 - 154189 154901 SUTs SUT608 SUT608 bothEndsMapped Manual
ST5282 9 - 154901 155861 SUTs SUT609 SUT609 mapped5 Manual
ST5295 9 - 195381 196301 SUTs SUT610 SUT610 bothEndsMapped Manual
ST5307 9 - 226701 228421 SUTs SUT611 SUT611 bothEndsMapped Manual
ST5340 9 - 321909 323477 SUTs SUT612 SUT612 bothEndsMapped Manual
ST5343 9 - 333613 334677 SUTs SUT613 SUT613 bothEndsMapped Manual
ST5365 9 - 408333 410213 SUTs SUT614 SUT614 bothEndsMapped Manual
ST5373 9 - 424549 425365 SUTs SUT615 SUT615 mapped5 Manual
ST5374 9 - 427341 429437 SUTs SUT616 SUT616 bothEndsMapped Manual
ST5392 10 - 75557 75797 SUTs SUT617 SUT617 bothEndsMapped Manual
ST5394 10 - 79381 79989 SUTs SUT618 SUT618 bothEndsMapped Manual
ST5396 10 - 82989 83229 SUTs SUT619 SUT619 mapped5 Manual
ST5399 10 - 90149 90517 SUTs SUT620 SUT620 bothEndsMapped Manual
ST5410 10 - 116622 117086 SUTs SUT621 SUT621 bothEndsMapped Manual
ST5411 10 - 117086 117662 SUTs SUT622 SUT622 mapped5 Manual
ST5421 10 - 136804 137028 SUTs SUT623 SUT623 mapped5 Manual
ST5430 10 - 144356 144940 SUTs SUT624 SUT624 bothEndsMapped Manual
ST5451 10 - 195068 195348 SUTs SUT625 SUT625 bothEndsMapped Manual
ST5452 10 - 195348 196020 SUTs SUT626 SUT626 mapped5 Manual
ST5456 10 - 224492 226316 SUTs SUT627 SUT627 mapped3 Manual
ST5457 10 - 226316 227084 SUTs SUT628 SUT628 bothEndsMapped Manual
ST5462 10 - 238260 239116 SUTs SUT629 SUT629 bothEndsMapped Manual
ST5466 10 - 259756 260988 SUTs SUT630 SUT630 mapped3 Manual
ST5489 10 - 319300 319796 SUTs SUT631 SUT631 bothEndsMapped Manual
ST5494 10 - 339812 342260 SUTs SUT632 SUT632 bothEndsMapped Manual
ST5498 10 - 356076 358044 SUTs SUT633 SUT633 mapped3 Manual
ST5508 10 - 404060 405140 SUTs SUT634 SUT634 bothEndsMapped Manual
ST5517 10 - 432212 432756 SUTs SUT635 SUT635 mapped5 Manual
ST5519 10 - 434700 434956 SUTs SUT636 SUT636 mapped5 Manual
ST5524 10 - 452108 453428 SUTs SUT637 SUT637 bothEndsMapped Manual
ST5526 10 - 454756 454932 SUTs SUT638 SUT638 mapped5 Manual
ST5540 10 - 496972 497212 SUTs SUT639 SUT639 bothEndsMapped Manual
ST5547 10 - 524108 524572 SUTs SUT640 SUT640 bothEndsMapped Manual
ST5549 10 - 525964 526660 SUTs SUT641 SUT641 bothEndsMapped Manual
ST5553 10 - 539548 540524 SUTs SUT642 SUT642 bothEndsMapped Manual
ST5574 10 - 605932 607420 SUTs SUT643 SUT643 bothEndsMapped Manual
ST5577 10 - 610932 612084 SUTs SUT644 SUT644 bothEndsMapped Manual
ST5582 10 - 623052 623324 SUTs SUT645 SUT645 mapped5 Manual
ST5583 10 - 626836 628716 SUTs SUT646 SUT646 bothEndsMapped Manual
ST5587 10 - 639036 639756 SUTs SUT647 SUT647 mapped5 Manual
ST5589 10 - 640804 641796 SUTs SUT648 SUT648 bothEndsMapped Manual
ST5592 10 - 647116 647276 SUTs SUT649 SUT649 bothEndsMapped Manual
ST5608 10 - 703396 705452 SUTs SUT650 SUT650 bothEndsMapped Manual
ST5611 10 - 721932 724204 SUTs SUT651 SUT651 bothEndsMapped Manual
ST5613 11 - 6061 7821 SUTs SUT652 SUT652 bothEndsMapped Manual
ST5615 11 - 13677 14349 SUTs SUT653 SUT653 bothEndsMapped Manual
ST5616 11 - 16541 17133 SUTs SUT654 SUT654 mapped3 Manual
ST5618 11 - 18501 19741 SUTs SUT655 SUT655 mapped5 Manual
ST5619 11 - 19757 21213 SUTs SUT656 SUT656 bothEndsMapped Manual
ST5620 11 - 21253 22197 SUTs SUT657 SUT657 bothEndsMapped Manual
ST5621 11 - 22213 24221 SUTs SUT658 SUT658 bothEndsMapped Manual
ST5649 11 - 126720 130296 SUTs SUT659 SUT659 bothEndsMapped Manual
ST5657 11 - 144544 144960 SUTs SUT660 SUT660 bothEndsMapped Manual
ST5661 11 - 150904 153088 SUTs SUT661 SUT661 mapped5 Manual
ST5671 11 - 179104 179464 SUTs SUT662 SUT662 bothEndsMapped Manual
ST5681 11 - 203550 205078 SUTs SUT663 SUT663 bothEndsMapped Manual
ST5696 11 - 259255 259671 SUTs SUT664 SUT664 bothEndsMapped Manual
ST5698 11 - 263871 265615 SUTs SUT665 SUT665 bothEndsMapped Manual
ST5701 11 - 270399 271839 SUTs SUT666 SUT666 bothEndsMapped Manual
ST5702 11 - 272055 272759 SUTs SUT667 SUT667 bothEndsMapped Manual
ST5705 11 - 277927 278551 SUTs SUT668 SUT668 bothEndsMapped Manual
ST5712 11 - 299207 301791 SUTs SUT669 SUT669 bothEndsMapped Manual
ST5713 11 - 303135 306711 SUTs SUT670 SUT670 bothEndsMapped Manual
ST5715 11 - 308391 309503 SUTs SUT671 SUT671 bothEndsMapped Manual
ST5716 11 - 315023 315735 SUTs SUT672 SUT672 bothEndsMapped Manual
ST5718 11 - 316751 317127 SUTs SUT673 SUT673 mapped5 Manual
ST5730 11 - 340775 341759 SUTs SUT674 SUT674 bothEndsMapped Manual
ST5736 11 - 354759 355783 SUTs SUT675 SUT675 bothEndsMapped Manual
ST5737 11 - 359751 360471 SUTs SUT676 SUT676 mapped3 Manual
ST5739 11 - 361519 362023 SUTs SUT677 SUT677 mapped5 Manual
ST5740 11 - 363928 364904 SUTs SUT678 SUT678 bothEndsMapped Manual
ST5790 11 - 513608 514104 SUTs SUT679 SUT679 mapped5 Manual
ST5792 11 - 519048 519480 SUTs SUT680 SUT680 bothEndsMapped Manual
ST5794 11 - 521520 523000 SUTs SUT681 SUT681 mapped3 Manual
ST5799 11 - 526904 527288 SUTs SUT682 SUT682 bothEndsMapped Manual
ST5801 11 - 533192 533480 SUTs SUT683 SUT683 mapped5 Manual
ST5831 11 - 649530 649986 SUTs SUT684 SUT684 bothEndsMapped Manual
