chr strand start end
14 - 772977 774507
15 + 3207 4031
15 + 14858 15263
15 + 15691 16879
15 + 17984 18683
15 + 21145 22508
15 + 28316 28674
15 + 33344 34329
15 + 35967 39646
15 + 47927 48268
15 + 48361 48733
15 + 69597 70024
15 + 78933 79483
15 + 81602 81869
15 + 90221 91803
15 + 189700 190208
15 + 200840 201111
15 + 225493 226201
15 + 227638 228030
15 + 232962 233677
15 + 241558 242798
15 + 253696 254000
15 + 281651 282072
15 + 311778 312644
15 + 315270 316176
15 + 322209 323023
15 + 335813 337476
15 + 338089 338610
15 + 346418 347013
15 + 348319 348999
15 + 373962 374419
15 + 418052 418682
15 + 422381 424799
15 + 435926 436496
15 + 437522 438495
15 + 458135 459697
15 + 476960 479266
15 + 491123 492941
15 + 504724 505502
15 + 506934 507699
15 + 550005 550265
15 + 559687 560282
15 + 571000 571886
15 + 589295 589733
15 + 611290 611622
15 + 617171 618247
15 + 639184 640926
15 + 667843 670446
15 + 672610 673492
15 + 673822 674095
15 + 682367 683100
15 + 701570 703952
15 + 744436 745497
15 + 825527 825790
15 + 844962 845571
15 + 958410 958697
15 + 967211 967765
15 + 968361 968688
15 + 968746 970328
15 + 978425 980047
15 + 994997 996932
15 + 1018989 1019915
15 + 1031652 1032348
15 + 1057981 1058432
15 + 1069591 1070403
15 - 2081 3817
15 - 4135 5377
15 - 5381 7836
15 - 8904 9847
15 - 16079 16596
15 - 24591 25490
15 - 34422 35536
15 - 38869 40344
15 - 40791 43401
15 - 71388 72313
15 - 73075 73957
15 - 83763 84035
15 - 84102 84399
15 - 84439 85191
15 - 97089 97440
15 - 99799 101331
15 - 128015 128319
15 - 145415 145806
15 - 167699 168419
15 - 169969 170824
15 - 219022 220563
15 - 299920 300403
15 - 324675 325063
15 - 326095 326453
15 - 331188 333403
15 - 347117 348141
15 - 350656 352536
15 - 356080 357227
15 - 367011 368132
15 - 368175 369038
15 - 369176 369482
15 - 369664 370264
15 - 379875 380732
15 - 383183 383508
15 - 386048 386497
15 - 400341 401662
15 - 437003 438108
15 - 446911 447185
15 - 447263 448377
15 - 448873 449242
15 - 461520 461790
15 - 475537 475869
15 - 494436 494702
15 - 511477 511916
15 - 517695 518031
15 - 521267 522626
15 - 577777 578077
15 - 578503 579776
15 - 642349 642625
15 - 657540 658207
15 - 662017 662368
15 - 662390 662785
15 - 690168 692226
15 - 721975 722587
15 - 762411 762850
15 - 770706 772229
15 - 780808 781555
15 - 804332 804855
15 - 837598 838198
15 - 848905 850122
15 - 869191 869516
15 - 881019 882090
15 - 903325 903696
15 - 908472 911749
15 - 969099 970071
15 - 976581 976964
15 - 980938 981495
15 - 982371 983676
15 - 988888 989467
15 - 990042 991522
15 - 1007373 1007985
15 - 1025976 1026252
15 - 1038051 1039395
15 - 1039701 1040021
15 - 1043400 1044022
15 - 1044749 1046029
15 - 1054481 1055136
15 - 1059439 1059950
15 - 1070645 1070929
15 - 1074181 1074437
15 - 1074525 1074849
16 + 21952 22857
16 + 43215 43955
16 + 52905 53501
16 + 55584 55868
16 + 71411 71844
16 + 75058 75492
16 + 76692 79252
16 + 79332 82598
16 + 84467 85376
16 + 95430 96668
16 + 98923 99307
16 + 128244 129731
16 + 169628 169986
16 + 188123 188707
16 + 198015 198893
16 + 210882 211181
16 + 215378 216034
16 + 242995 244364
16 + 253685 254563
16 + 259665 260826
16 + 283616 285633
16 + 286595 287363
16 + 341118 342041
16 + 345049 345934
16 + 345977 346703
16 + 346863 347418
16 + 352596 352944
16 + 363759 364355
16 + 368733 369631
16 + 379559 381209
16 + 443073 443469
16 + 443491 443853
16 + 443899 444388
16 + 451224 451957
16 + 453360 454230
16 + 454290 454559
16 + 454827 455365
16 + 482156 482737
16 + 492831 493087
16 + 520586 520975
16 + 526399 527223
16 + 544008 544428
16 + 562897 563554
16 + 565315 566831
16 + 567274 567881
16 + 568015 569126
16 + 581515 581951
16 + 583349 584106
16 + 586433 588853
16 + 607526 608917
16 + 620153 621905
16 + 680814 681074
16 + 683965 684367
16 + 697502 698486
16 + 728968 729427
16 + 781110 781464
16 + 781539 781803
16 + 812511 813132
16 + 825399 825857
16 + 828424 829273
16 + 840149 840787
16 + 866985 867521
16 + 876993 877597
16 + 882367 883078
16 + 891520 892011
16 + 924136 928548
16 + 928941 930892
16 + 937256 938115
16 + 938527 939059
16 - 17327 18027
16 - 19310 21957
16 - 23721 24674
16 - 36989 37814
16 - 40724 41271
16 - 41885 42160
16 - 46727 47227
16 - 62663 63035
16 - 63436 63697
16 - 114316 115696
16 - 129470 129793
16 - 143472 143834
16 - 144087 145276
16 - 145322 146912
16 - 175036 175819
16 - 214358 215651
16 - 218760 219214
16 - 296945 297283
16 - 338924 339265
16 - 340098 340655
16 - 393310 393843
16 - 394989 395974
16 - 411313 411600
16 - 426120 426612
16 - 443101 444375
16 - 455773 456625
16 - 458976 459858
16 - 482439 482752
16 - 485509 486114
16 - 518164 518441
16 - 527398 528631
16 - 552430 553171
16 - 556304 557683
16 - 588700 589065
16 - 607532 608286
16 - 614684 615185
16 - 615702 616123
16 - 619640 619960
16 - 627613 629220
16 - 643761 644974
16 - 658023 659005
16 - 671781 672879
16 - 678518 679044
16 - 681219 681829
16 - 690842 691553
16 - 769698 770709
16 - 776244 776709
16 - 780309 781811
16 - 784100 784777
16 - 784800 785360
16 - 786647 787697
16 - 790035 790766
16 - 797846 799053
16 - 799732 800370
16 - 801458 801876
16 - 828350 829556
16 - 829846 830472
16 - 881211 882296
16 - 883331 883617
16 - 885561 886140
16 - 900104 900431
16 - 930061 931572
16 - 935860 937878
16 - 939838 941203
