ID chr strand start end type name commonName endConfidence source
ST2901 14 + 586429 586612 CUTs CUT342 CUT342 bothEndsMapped Automatic
ST2902 14 + 587108 587268 CUTs CUT343 CUT343 mapped5 Automatic
ST2904 14 + 588252 588356 CUTs CUT344 CUT344 mapped3 Automatic
ST2905 14 + 588356 588978 CUTs CUT345 CUT345 mapped3 Automatic
ST2916 14 + 621340 621716 CUTs CUT346 CUT346 mapped3 Automatic
ST2919 14 + 629084 629260 CUTs CUT347 CUT347 mapped5 Automatic
ST2930 14 + 662196 662308 CUTs CUT348 CUT348 mapped5 Automatic
ST2948 14 + 705940 706108 CUTs CUT349 CUT349 mapped5 Automatic
ST2954 14 + 716436 716708 CUTs CUT350 CUT350 bothEndsMapped Automatic
ST2955 14 + 723404 724076 CUTs CUT351 CUT351 bothEndsMapped Automatic
ST2959 14 + 730844 731316 CUTs CUT352 CUT352 mapped5 Automatic
ST2967 14 + 763076 764044 CUTs CUT353 CUT353 bothEndsMapped Automatic
ST2975 15 + 22233 22385 CUTs CUT354 CUT354 mapped3 Automatic
ST2985 15 + 47826 48858 CUTs CUT355 CUT355 mapped5 Automatic
ST3009 15 + 128306 128498 CUTs CUT356 CUT356 bothEndsMapped Automatic
ST3012 15 + 136442 136874 CUTs CUT357 CUT357 mapped3 Automatic
ST3013 15 + 138010 138322 CUTs CUT358 CUT358 bothEndsMapped Automatic
ST3015 15 + 143802 144178 CUTs CUT359 CUT359 mappedNone Automatic
ST3018 15 + 154898 155266 CUTs CUT360 CUT360 bothEndsMapped Automatic
ST3023 15 + 168330 168434 CUTs CUT361 CUT361 mapped5 Automatic
ST3025 15 + 170314 170786 CUTs CUT362 CUT362 mapped5 Automatic
ST3033 15 + 204674 205138 CUTs CUT363 CUT363 bothEndsMapped Automatic
ST3042 15 + 232482 232794 CUTs CUT364 CUT364 bothEndsMapped Automatic
ST3044 15 + 234610 234762 CUTs CUT365 CUT365 mapped5 Automatic
ST3059 15 + 267826 268138 CUTs CUT366 CUT366 mapped5 Automatic
ST3075 15 + 313002 313554 CUTs CUT367 CUT367 bothEndsMapped Automatic
ST3076 15 + 315330 316730 CUTs CUT368 CUT368 mapped5 Automatic
ST3084 15 + 335354 335882 CUTs CUT369 CUT369 mapped5 Automatic
ST3100 15 + 383618 383962 CUTs CUT370 CUT370 bothEndsMapped Automatic
ST3104 15 + 392522 392842 CUTs CUT371 CUT371 bothEndsMapped Automatic
ST3105 15 + 397570 398034 CUTs CUT372 CUT372 bothEndsMapped Automatic
ST3117 15 + 418578 418866 CUTs CUT373 CUT373 mapped3 Automatic
ST3118 15 + 421914 422202 CUTs CUT374 CUT374 bothEndsMapped Automatic
ST3120 15 + 424730 425258 CUTs CUT375 CUT375 mapped3 Automatic
ST3123 15 + 435778 437386 CUTs CUT376 CUT376 mapped5 Automatic
ST3128 15 + 446082 447098 CUTs CUT377 CUT377 mapped5 Automatic
ST3132 15 + 458186 458650 CUTs CUT378 CUT378 bothEndsMapped Automatic
ST3133 15 + 462634 463394 CUTs CUT379 CUT379 bothEndsMapped Automatic
ST3149 15 + 515050 515170 CUTs CUT380 CUT380 mapped5 Automatic
ST3151 15 + 517114 517458 CUTs CUT381 CUT381 mapped5 Automatic
ST3166 15 + 553130 553882 CUTs CUT382 CUT382 bothEndsMapped Automatic
ST3174 15 + 584322 585186 CUTs CUT383 CUT383 bothEndsMapped Automatic
ST3177 15 + 605354 605682 CUTs CUT384 CUT384 bothEndsMapped Automatic
ST3181 15 + 617394 618090 CUTs CUT385 CUT385 mapped3 Automatic
ST3189 15 + 642394 642698 CUTs CUT386 CUT386 mapped5 Automatic
ST3196 15 + 661890 662170 CUTs CUT387 CUT387 mapped5 Automatic
ST3199 15 + 670346 670634 CUTs CUT388 CUT388 mapped3 Automatic
ST3246 15 + 825251 826291 CUTs CUT389 CUT389 mapped5 Automatic
ST3254 15 + 844891 845187 CUTs CUT390 CUT390 bothEndsMapped Automatic
ST3265 15 + 878091 878315 CUTs CUT391 CUT391 mapped5 Automatic
ST3278 15 + 913931 914043 CUTs CUT392 CUT392 mapped3 Automatic
ST3280 15 + 923107 923355 CUTs CUT393 CUT393 bothEndsMapped Automatic
ST3294 15 + 979995 980139 CUTs CUT394 CUT394 mapped3 Automatic
ST3298 15 + 995083 997115 CUTs CUT395 CUT395 mapped5 Automatic
ST3300 15 + 1001083 1001515 CUTs CUT396 CUT396 bothEndsMapped Automatic
ST3301 15 + 1001515 1001835 CUTs CUT397 CUT397 mapped3 Automatic
ST3310 15 + 1031555 1031915 CUTs CUT398 CUT398 bothEndsMapped Automatic
ST3329 16 + 40801 40929 CUTs CUT399 CUT399 mapped5 Automatic
ST3332 16 + 46721 47153 CUTs CUT400 CUT400 mapped5 Automatic
ST3340 16 + 74137 74441 CUTs CUT401 CUT401 bothEndsMapped Automatic
ST3342 16 + 76705 79569 CUTs CUT402 CUT402 mapped5 Automatic
ST3345 16 + 84473 85537 CUTs CUT403 CUT403 mapped5 Automatic
ST3350 16 + 100265 100441 CUTs CUT404 CUT404 mappedNone Automatic
ST3374 16 + 169689 170393 CUTs CUT405 CUT405 bothEndsMapped Automatic
ST3381 16 + 182953 183177 CUTs CUT406 CUT406 mapped3 Automatic
ST3382 16 + 183473 184457 CUTs CUT407 CUT407 bothEndsMapped Automatic
ST3392 16 + 215321 216049 CUTs CUT408 CUT408 bothEndsMapped Automatic
ST3395 16 + 226041 226433 CUTs CUT409 CUT409 bothEndsMapped Automatic
ST3401 16 + 250425 250705 CUTs CUT410 CUT410 mapped3 Automatic
ST3402 16 + 252041 252777 CUTs CUT411 CUT411 bothEndsMapped Automatic
ST3413 16 + 291281 291649 CUTs CUT412 CUT412 bothEndsMapped Automatic
ST3418 16 + 304113 304313 CUTs CUT413 CUT413 mapped3 Automatic
ST3424 16 + 319241 319465 CUTs CUT414 CUT414 mapped3 Automatic
ST3433 16 + 352827 352955 CUTs CUT415 CUT415 mapped3 Automatic
ST3441 16 + 369787 370107 CUTs CUT416 CUT416 bothEndsMapped Automatic
ST3453 16 + 409083 409491 CUTs CUT417 CUT417 bothEndsMapped Automatic
ST3462 16 + 432387 432539 CUTs CUT418 CUT418 mapped5 Automatic
ST3467 16 + 451699 452227 CUTs CUT419 CUT419 mapped3 Automatic
ST3469 16 + 454123 454547 CUTs CUT420 CUT420 bothEndsMapped Automatic
ST3479 16 + 472107 472363 CUTs CUT421 CUT421 bothEndsMapped Automatic
ST3480 16 + 475171 475699 CUTs CUT422 CUT422 bothEndsMapped Automatic
ST3505 16 + 565283 565571 CUTs CUT423 CUT423 mapped5 Automatic
ST3509 16 + 581523 581987 CUTs CUT424 CUT424 bothEndsMapped Automatic
ST3518 16 + 608539 608643 CUTs CUT425 CUT425 mapped3 Automatic
ST3522 16 + 621331 621923 CUTs CUT426 CUT426 bothEndsMapped Automatic
ST3535 16 + 654987 655115 CUTs CUT427 CUT427 mapped3 Automatic
ST3544 16 + 675883 676227 CUTs CUT428 CUT428 bothEndsMapped Automatic
ST3552 16 + 691899 692155 CUTs CUT429 CUT429 bothEndsMapped Automatic
ST3553 16 + 695355 695691 CUTs CUT430 CUT430 bothEndsMapped Automatic
ST3554 16 + 697123 697731 CUTs CUT431 CUT431 bothEndsMapped Automatic
ST3562 16 + 719235 720603 CUTs CUT432 CUT432 mapped5 Automatic
ST3594 16 + 822051 822163 CUTs CUT433 CUT433 mapped3 Automatic
ST3608 16 + 876819 877275 CUTs CUT434 CUT434 bothEndsMapped Automatic
ST3632 16 + 939211 939683 CUTs CUT435 CUT435 mapped5 Automatic
ST3636 1 - 10733 11141 CUTs CUT436 CUT436 bothEndsMapped Automatic
ST3638 1 - 30533 30893 CUTs CUT437 CUT437 bothEndsMapped Automatic
ST3641 1 - 34381 34749 CUTs CUT438 CUT438 mapped5 Automatic
ST3642 1 - 35797 36349 CUTs CUT439 CUT439 bothEndsMapped Automatic
ST3652 1 - 67851 67963 CUTs CUT440 CUT440 mapped5 Automatic
ST3672 1 - 151619 152035 CUTs CUT441 CUT441 bothEndsMapped Automatic
ST3679 1 - 199979 200419 CUTs CUT442 CUT442 bothEndsMapped Automatic
ST3686 2 - 42573 43101 CUTs CUT443 CUT443 bothEndsMapped Automatic
ST3716 2 - 146723 146971 CUTs CUT444 CUT444 bothEndsMapped Automatic
ST3752 2 - 278428 280876 CUTs CUT445 CUT445 mapped5 Automatic
ST3758 2 - 299292 299884 CUTs CUT446 CUT446 bothEndsMapped Automatic
ST3762 2 - 306988 307108 CUTs CUT447 CUT447 mapped5 Automatic
ST3774 2 - 340772 340892 CUTs CUT448 CUT448 mappedNone Automatic
ST3775 2 - 340892 341484 CUTs CUT449 CUT449 bothEndsMapped Automatic
ST3777 2 - 351876 352052 CUTs CUT450 CUT450 mapped3 Automatic
ST3785 2 - 366603 366931 CUTs CUT451 CUT451 mapped3 Automatic
ST3797 2 - 406099 406451 CUTs CUT452 CUT452 mapped3 Automatic
ST3799 2 - 407899 408483 CUTs CUT453 CUT453 bothEndsMapped Automatic
ST3835 2 - 535764 536252 CUTs CUT454 CUT454 bothEndsMapped Automatic
ST3836 2 - 539340 539668 CUTs CUT455 CUT455 mapped3 Automatic
ST3840 2 - 549124 549532 CUTs CUT456 CUT456 mapped5 Automatic
ST3886 2 - 704140 704268 CUTs CUT457 CUT457 mapped5 Automatic
ST3892 2 - 720644 721180 CUTs CUT458 CUT458 bothEndsMapped Automatic
ST3924 3 - 27389 27581 CUTs CUT459 CUT459 mapped5 Automatic
ST3925 3 - 28613 29109 CUTs CUT460 CUT460 bothEndsMapped Automatic
ST3926 3 - 29909 30405 CUTs CUT461 CUT461 bothEndsMapped Automatic
ST3927 3 - 30845 31189 CUTs CUT462 CUT462 bothEndsMapped Automatic
ST3956 3 - 119142 119374 CUTs CUT463 CUT463 bothEndsMapped Automatic
ST3962 3 - 130070 130454 CUTs CUT464 CUT464 bothEndsMapped Automatic
ST3970 3 - 147782 148078 CUTs CUT465 CUT465 bothEndsMapped Automatic
ST3983 3 - 178254 178478 CUTs CUT466 CUT466 mapped5 Automatic
ST3997 3 - 238014 238702 CUTs CUT467 CUT467 bothEndsMapped Automatic
ST4012 4 - 21869 22453 CUTs CUT468 CUT468 bothEndsMapped Automatic
ST4015 4 - 31717 32045 CUTs CUT469 CUT469 bothEndsMapped Automatic
ST4024 4 - 65045 65949 CUTs CUT470 CUT470 mapped5 Automatic
ST4032 4 - 89525 89845 CUTs CUT471 CUT471 bothEndsMapped Automatic
ST4035 4 - 98861 99317 CUTs CUT472 CUT472 bothEndsMapped Automatic
ST4040 4 - 115165 116101 CUTs CUT473 CUT473 bothEndsMapped Automatic
ST4046 4 - 132317 132645 CUTs CUT474 CUT474 bothEndsMapped Automatic
ST4047 4 - 134341 134733 CUTs CUT475 CUT475 mapped3 Automatic
ST4049 4 - 138365 139349 CUTs CUT476 CUT476 bothEndsMapped Automatic
ST4062 4 - 187685 187853 CUTs CUT477 CUT477 mapped3 Automatic
ST4064 4 - 194149 194397 CUTs CUT478 CUT478 mapped3 Automatic
ST4070 4 - 215381 215797 CUTs CUT479 CUT479 bothEndsMapped Automatic
ST4071 4 - 215797 216588 CUTs CUT480 CUT480 mapped5 Automatic
ST4080 4 - 247781 248021 CUTs CUT481 CUT481 mapped5 Automatic
ST4093 4 - 292261 292573 CUTs CUT482 CUT482 bothEndsMapped Automatic
ST4100 4 - 303837 304845 CUTs CUT483 CUT483 bothEndsMapped Automatic
ST4102 4 - 309525 309717 CUTs CUT484 CUT484 mapped3 Automatic
ST4116 4 - 340245 340405 CUTs CUT485 CUT485 mappedNone Automatic
ST4119 4 - 345077 345445 CUTs CUT486 CUT486 mapped5 Automatic
ST4120 4 - 352269 352621 CUTs CUT487 CUT487 bothEndsMapped Automatic
ST4122 4 - 356909 357141 CUTs CUT488 CUT488 mapped5 Automatic
ST4128 4 - 368261 368429 CUTs CUT489 CUT489 mapped5 Automatic
ST4142 4 - 407405 407589 CUTs CUT490 CUT490 mapped5 Automatic
ST4145 4 - 413837 414797 CUTs CUT491 CUT491 bothEndsMapped Automatic
ST4150 4 - 428461 428725 CUTs CUT492 CUT492 bothEndsMapped Automatic
ST4161 4 - 470533 470773 CUTs CUT493 CUT493 mapped3 Automatic
ST4174 4 - 505375 506535 CUTs CUT494 CUT494 bothEndsMapped Automatic
ST4182 4 - 547663 547799 CUTs CUT495 CUT495 mapped3 Automatic
ST4185 4 - 555407 555647 CUTs CUT496 CUT496 mapped3 Automatic
ST4187 4 - 556511 556671 CUTs CUT497 CUT497 mapped5 Automatic
ST4191 4 - 562511 562855 CUTs CUT498 CUT498 mapped5 Automatic
ST4196 4 - 578423 578983 CUTs CUT499 CUT499 bothEndsMapped Automatic
ST4204 4 - 598423 598879 CUTs CUT500 CUT500 mapped3 Automatic
ST4207 4 - 602935 603239 CUTs CUT501 CUT501 mapped5 Automatic
ST4215 4 - 620808 621064 CUTs CUT502 CUT502 mapped3 Automatic
ST4219 4 - 629440 630688 CUTs CUT503 CUT503 bothEndsMapped Automatic
ST4232 4 - 687248 687856 CUTs CUT504 CUT504 bothEndsMapped Automatic
ST4233 4 - 690224 690480 CUTs CUT505 CUT505 bothEndsMapped Automatic
ST4237 4 - 703360 703832 CUTs CUT506 CUT506 mapped3 Automatic
ST4238 4 - 703832 704184 CUTs CUT507 CUT507 bothEndsMapped Automatic
ST4251 4 - 750912 751344 CUTs CUT508 CUT508 mapped5 Automatic
ST4255 4 - 768104 768368 CUTs CUT509 CUT509 mapped5 Automatic
ST4257 4 - 769696 770200 CUTs CUT510 CUT510 bothEndsMapped Automatic
ST4259 4 - 781232 781352 CUTs CUT511 CUT511 mapped5 Automatic
ST4261 4 - 784264 784432 CUTs CUT512 CUT512 mappedNone Automatic
ST4262 4 - 784432 784640 CUTs CUT513 CUT513 bothEndsMapped Automatic
ST4271 4 - 831561 831753 CUTs CUT514 CUT514 mapped5 Automatic
ST4282 4 - 892025 892441 CUTs CUT515 CUT515 bothEndsMapped Automatic
ST4314 4 - 1004457 1005321 CUTs CUT516 CUT516 bothEndsMapped Automatic
ST4315 4 - 1010913 1011425 CUTs CUT517 CUT517 bothEndsMapped Automatic
ST4319 4 - 1019969 1020385 CUTs CUT518 CUT518 bothEndsMapped Automatic
ST4324 4 - 1031729 1032097 CUTs CUT519 CUT519 mapped5 Automatic
ST4326 4 - 1036633 1037001 CUTs CUT520 CUT520 bothEndsMapped Automatic
ST4338 4 - 1077457 1077889 CUTs CUT521 CUT521 mapped3 Automatic
ST4357 4 - 1145721 1146057 CUTs CUT522 CUT522 bothEndsMapped Automatic
ST4362 4 - 1166153 1166433 CUTs CUT523 CUT523 bothEndsMapped Automatic
ST4368 4 - 1182385 1182945 CUTs CUT524 CUT524 bothEndsMapped Automatic
ST4375 4 - 1204225 1204401 CUTs CUT525 CUT525 mapped5 Automatic
ST4384 4 - 1233553 1233673 CUTs CUT526 CUT526 mapped5 Automatic
ST4394 4 - 1260361 1260569 CUTs CUT527 CUT527 mapped3 Automatic
ST4397 4 - 1268921 1269745 CUTs CUT528 CUT528 bothEndsMapped Automatic
ST4398 4 - 1275033 1276505 CUTs CUT529 CUT529 bothEndsMapped Automatic
ST4400 4 - 1279065 1279169 CUTs CUT530 CUT530 mapped3 Automatic
ST4409 4 - 1299953 1300305 CUTs CUT531 CUT531 mapped3 Automatic
ST4410 4 - 1300305 1300969 CUTs CUT532 CUT532 bothEndsMapped Automatic
ST4430 4 - 1383545 1383897 CUTs CUT533 CUT533 mapped5 Automatic
ST4431 4 - 1383897 1384761 CUTs CUT534 CUT534 bothEndsMapped Automatic
ST4447 4 - 1435785 1436409 CUTs CUT535 CUT535 bothEndsMapped Automatic
ST4448 4 - 1436409 1436689 CUTs CUT536 CUT536 bothEndsMapped Automatic
ST4464 4 - 1476513 1476633 CUTs CUT537 CUT537 mapped5 Automatic
ST4469 4 - 1489081 1489225 CUTs CUT538 CUT538 mapped5 Automatic
ST4471 4 - 1492145 1492377 CUTs CUT539 CUT539 mapped3 Automatic
ST4480 4 - 1507897 1508033 CUTs CUT540 CUT540 mapped3 Automatic
ST4488 5 - 15349 15605 CUTs CUT541 CUT541 mapped3 Automatic
ST4489 5 - 15605 15773 CUTs CUT542 CUT542 mapped3 Automatic
ST4500 5 - 51773 51973 CUTs CUT543 CUT543 bothEndsMapped Automatic
ST4501 5 - 52349 52485 CUTs CUT544 CUT544 mapped3 Automatic
ST4504 5 - 58821 59309 CUTs CUT545 CUT545 bothEndsMapped Automatic
ST4506 5 - 62821 63724 CUTs CUT546 CUT546 bothEndsMapped Automatic
ST4530 5 - 152173 152661 CUTs CUT547 CUT547 bothEndsMapped Automatic
ST4531 5 - 155957 156109 CUTs CUT548 CUT548 mapped3 Automatic
ST4536 5 - 166925 167325 CUTs CUT549 CUT549 mapped5 Automatic
ST4540 5 - 178205 178573 CUTs CUT550 CUT550 bothEndsMapped Automatic
ST4554 5 - 222509 223269 CUTs CUT551 CUT551 mapped3 Automatic
ST4566 5 - 253749 253869 CUTs CUT552 CUT552 mapped3 Automatic
ST4571 5 - 261877 262021 CUTs CUT553 CUT553 mapped3 Automatic
ST4575 5 - 268229 269293 CUTs CUT554 CUT554 mapped3 Automatic
ST4578 5 - 272085 272269 CUTs CUT555 CUT555 bothEndsMapped Automatic
ST4579 5 - 273797 273981 CUTs CUT556 CUT556 mapped3 Automatic
ST4583 5 - 281565 282445 CUTs CUT557 CUT557 bothEndsMapped Automatic
ST4587 5 - 294285 294917 CUTs CUT558 CUT558 bothEndsMapped Automatic
ST4588 5 - 301021 301693 CUTs CUT559 CUT559 bothEndsMapped Automatic
ST4590 5 - 302365 302645 CUTs CUT560 CUT560 mappedNone Automatic
ST4591 5 - 302645 303357 CUTs CUT561 CUT561 bothEndsMapped Automatic
ST4596 5 - 319365 319757 CUTs CUT562 CUT562 bothEndsMapped Automatic
ST4597 5 - 321573 321901 CUTs CUT563 CUT563 bothEndsMapped Automatic
ST4623 5 - 409125 409389 CUTs CUT564 CUT564 mapped5 Automatic
ST4625 5 - 415773 416125 CUTs CUT565 CUT565 bothEndsMapped Automatic
ST4626 5 - 416125 416557 CUTs CUT566 CUT566 bothEndsMapped Automatic
ST4630 5 - 431221 431365 CUTs CUT567 CUT567 mapped5 Automatic
ST4631 5 - 432549 432853 CUTs CUT568 CUT568 bothEndsMapped Automatic
ST4648 5 - 500389 500525 CUTs CUT569 CUT569 mapped5 Automatic
ST4651 5 - 509637 509813 CUTs CUT570 CUT570 mapped3 Automatic
ST4660 5 - 544613 545061 CUTs CUT571 CUT571 bothEndsMapped Automatic
ST4668 5 - 567037 567581 CUTs CUT572 CUT572 bothEndsMapped Automatic
ST4685 6 - 81933 82125 CUTs CUT573 CUT573 mapped5 Automatic
ST4689 6 - 95101 95205 CUTs CUT574 CUT574 mapped5 Automatic
ST4698 6 - 118637 119165 CUTs CUT575 CUT575 bothEndsMapped Automatic
ST4702 6 - 149413 149781 CUTs CUT576 CUT576 bothEndsMapped Automatic
ST4713 6 - 194253 194525 CUTs CUT577 CUT577 bothEndsMapped Automatic
ST4714 6 - 194525 196349 CUTs CUT578 CUT578 mapped5 Automatic
ST4733 6 - 245197 245893 CUTs CUT579 CUT579 mapped5 Automatic
ST4736 6 - 251837 252277 CUTs CUT580 CUT580 mapped5 Automatic
ST4739 6 - 263381 263837 CUTs CUT581 CUT581 mapped5 Automatic
ST4740 7 - 11909 12373 CUTs CUT582 CUT582 mapped3 Automatic
ST4743 7 - 21885 23349 CUTs CUT583 CUT583 bothEndsMapped Automatic
ST4748 7 - 35013 35365 CUTs CUT584 CUT584 mapped5 Automatic
ST4753 7 - 55814 56190 CUTs CUT585 CUT585 mapped5 Automatic
ST4765 7 - 94295 94455 CUTs CUT586 CUT586 bothEndsMapped Automatic
ST4774 7 - 130998 131311 CUTs CUT587 CUT587 bothEndsMapped Automatic
ST4778 7 - 145359 145631 CUTs CUT588 CUT588 mapped3 Automatic
ST4782 7 - 150671 150967 CUTs CUT589 CUT589 mapped5 Automatic
ST4789 7 - 166863 167487 CUTs CUT590 CUT590 bothEndsMapped Automatic
ST4798 7 - 209991 210599 CUTs CUT591 CUT591 mapped3 Automatic
ST4809 7 - 256183 257279 CUTs CUT592 CUT592 bothEndsMapped Automatic
ST4816 7 - 276751 277079 CUTs CUT593 CUT593 mapped5 Automatic
ST4820 7 - 286895 287183 CUTs CUT594 CUT594 bothEndsMapped Automatic
ST4826 7 - 314215 314375 CUTs CUT595 CUT595 bothEndsMapped Automatic
ST4830 7 - 337175 337591 CUTs CUT596 CUT596 bothEndsMapped Automatic
ST4833 7 - 345295 345727 CUTs CUT597 CUT597 bothEndsMapped Automatic
ST4837 7 - 357415 358367 CUTs CUT598 CUT598 bothEndsMapped Automatic
ST4844 7 - 370247 370647 CUTs CUT599 CUT599 mapped3 Automatic
ST4855 7 - 412623 413175 CUTs CUT600 CUT600 bothEndsMapped Automatic
ST4865 7 - 439767 440607 CUTs CUT601 CUT601 bothEndsMapped Automatic
ST4885 7 - 507359 507975 CUTs CUT602 CUT602 mapped3 Automatic
ST4888 7 - 515679 515903 CUTs CUT603 CUT603 mapped3 Automatic
ST4889 7 - 515903 516271 CUTs CUT604 CUT604 bothEndsMapped Automatic
ST4892 7 - 525047 525615 CUTs CUT605 CUT605 bothEndsMapped Automatic
ST4896 7 - 534999 535251 CUTs CUT606 CUT606 bothEndsMapped Automatic
ST4903 7 - 576079 576543 CUTs CUT607 CUT607 bothEndsMapped Automatic
ST4913 7 - 606735 607127 CUTs CUT608 CUT608 bothEndsMapped Automatic
ST4914 7 - 608599 609103 CUTs CUT609 CUT609 bothEndsMapped Automatic
ST4934 7 - 656167 656455 CUTs CUT610 CUT610 bothEndsMapped Automatic
ST4935 7 - 666951 667343 CUTs CUT611 CUT611 mapped3 Automatic
ST4936 7 - 667343 667807 CUTs CUT612 CUT612 bothEndsMapped Automatic
ST4937 7 - 669759 670575 CUTs CUT613 CUT613 bothEndsMapped Automatic
ST4938 7 - 671407 671919 CUTs CUT614 CUT614 bothEndsMapped Automatic
ST4947 7 - 702167 702671 CUTs CUT615 CUT615 mapped5 Automatic
ST4956 7 - 733351 733535 CUTs CUT616 CUT616 mapped5 Automatic
ST4959 7 - 739327 739607 CUTs CUT617 CUT617 bothEndsMapped Automatic
ST4961 7 - 746055 746615 CUTs CUT618 CUT618 bothEndsMapped Automatic
ST4966 7 - 760503 761119 CUTs CUT619 CUT619 bothEndsMapped Automatic
ST4967 7 - 761735 762159 CUTs CUT620 CUT620 bothEndsMapped Automatic
ST4970 7 - 769607 770319 CUTs CUT621 CUT621 bothEndsMapped Automatic
ST4978 7 - 795655 796639 CUTs CUT622 CUT622 mapped5 Automatic
ST4981 7 - 801719 801871 CUTs CUT623 CUT623 mapped5 Automatic
ST4985 7 - 823319 823494 CUTs CUT624 CUT624 bothEndsMapped Automatic
ST4987 7 - 830135 830287 CUTs CUT625 CUT625 bothEndsMapped Automatic
ST5007 7 - 879031 879383 CUTs CUT626 CUT626 mapped3 Automatic
ST5009 7 - 882311 882575 CUTs CUT627 CUT627 mapped3 Automatic
ST5010 7 - 882575 882719 CUTs CUT628 CUT628 mapped3 Automatic
ST5019 7 - 904799 904927 CUTs CUT629 CUT629 mappedNone Automatic
ST5041 7 - 974014 974438 CUTs CUT630 CUT630 mapped5 Automatic
ST5046 7 - 984318 984654 CUTs CUT631 CUT631 mapped5 Automatic
ST5048 7 - 993734 994078 CUTs CUT632 CUT632 mapped5 Automatic
ST5049 7 - 996126 996630 CUTs CUT633 CUT633 bothEndsMapped Automatic
ST5055 7 - 1011678 1012342 CUTs CUT634 CUT634 bothEndsMapped Automatic
ST5064 7 - 1039406 1039830 CUTs CUT635 CUT635 mapped3 Automatic
ST5075 7 - 1065054 1065174 CUTs CUT636 CUT636 mapped5 Automatic
ST5087 8 - 50013 50517 CUTs CUT637 CUT637 bothEndsMapped Automatic
ST5094 8 - 69582 70070 CUTs CUT638 CUT638 mapped5 Automatic
ST5113 8 - 121846 122038 CUTs CUT639 CUT639 mapped5 Automatic
ST5116 8 - 127934 129302 CUTs CUT640 CUT640 bothEndsMapped Automatic
ST5120 8 - 139382 139790 CUTs CUT641 CUT641 mapped3 Automatic
ST5137 8 - 189870 190294 CUTs CUT642 CUT642 mapped5 Automatic
ST5144 8 - 208854 209286 CUTs CUT643 CUT643 bothEndsMapped Automatic
ST5153 8 - 231293 231853 CUTs CUT644 CUT644 bothEndsMapped Automatic
ST5156 8 - 238205 238869 CUTs CUT645 CUT645 bothEndsMapped Automatic
ST5166 8 - 273125 273605 CUTs CUT646 CUT646 bothEndsMapped Automatic
ST5167 8 - 279293 280069 CUTs CUT647 CUT647 mapped3 Automatic
ST5174 8 - 290669 290821 CUTs CUT648 CUT648 mapped3 Automatic
ST5181 8 - 319741 319973 CUTs CUT649 CUT649 bothEndsMapped Automatic
ST5198 8 - 380974 381350 CUTs CUT650 CUT650 bothEndsMapped Automatic
ST5202 8 - 386606 386734 CUTs CUT651 CUT651 mapped3 Automatic
ST5210 8 - 410406 410886 CUTs CUT652 CUT652 mapped3 Automatic
ST5218 8 - 441622 441942 CUTs CUT653 CUT653 bothEndsMapped Automatic
ST5219 8 - 449142 450246 CUTs CUT654 CUT654 mapped3 Automatic
ST5220 8 - 450246 450702 CUTs CUT655 CUT655 bothEndsMapped Automatic
ST5222 8 - 460984 462088 CUTs CUT656 CUT656 bothEndsMapped Automatic
ST5231 8 - 487152 487632 CUTs CUT657 CUT657 mapped3 Automatic
ST5251 9 - 44909 45285 CUTs CUT658 CUT658 mapped3 Automatic
ST5252 9 - 45285 45925 CUTs CUT659 CUT659 bothEndsMapped Automatic
ST5254 9 - 47573 47949 CUTs CUT660 CUT660 mapped5 Automatic
ST5275 9 - 135381 136325 CUTs CUT661 CUT661 mapped3 Automatic
ST5291 9 - 185941 186173 CUTs CUT662 CUT662 mapped3 Automatic
ST5306 9 - 226061 226277 CUTs CUT663 CUT663 bothEndsMapped Automatic
ST5322 9 - 259613 259909 CUTs CUT664 CUT664 bothEndsMapped Automatic
ST5323 9 - 263533 265053 CUTs CUT665 CUT665 mapped3 Automatic
ST5346 9 - 342013 342293 CUTs CUT666 CUT666 bothEndsMapped Automatic
ST5349 9 - 349757 350093 CUTs CUT667 CUT667 bothEndsMapped Automatic
ST5353 9 - 362637 362981 CUTs CUT668 CUT668 bothEndsMapped Automatic
ST5357 9 - 381181 382173 CUTs CUT669 CUT669 bothEndsMapped Automatic
ST5378 10 - 22445 22757 CUTs CUT670 CUT670 bothEndsMapped Automatic
ST5388 10 - 63133 63597 CUTs CUT671 CUT671 bothEndsMapped Automatic
ST5402 10 - 96757 97501 CUTs CUT672 CUT672 bothEndsMapped Automatic
ST5403 10 - 99029 99557 CUTs CUT673 CUT673 bothEndsMapped Automatic
ST5413 10 - 119118 119806 CUTs CUT674 CUT674 bothEndsMapped Automatic
ST5422 10 - 137028 137132 CUTs CUT675 CUT675 mapped5 Automatic
ST5423 10 - 139156 139268 CUTs CUT676 CUT676 bothEndsMapped Automatic
ST5426 10 - 139948 140116 CUTs CUT677 CUT677 mapped5 Automatic
ST5428 10 - 142660 142780 CUTs CUT678 CUT678 mapped3 Automatic
ST5429 10 - 142780 142996 CUTs CUT679 CUT679 mapped5 Automatic
ST5440 10 - 172956 173060 CUTs CUT680 CUT680 mapped5 Automatic
ST5458 10 - 227748 227916 CUTs CUT681 CUT681 mapped3 Automatic
ST5465 10 - 259500 259756 CUTs CUT682 CUT682 mapped3 Automatic
ST5469 10 - 267316 267900 CUTs CUT683 CUT683 mapped3 Automatic
ST5470 10 - 267900 268348 CUTs CUT684 CUT684 mapped5 Automatic
